Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Link Clicks,Negative feedback from users: Hide all,Matched Audience Targeting Consumption (Video Click)
1.22107E+17,6.15851E+13,Juankada Charm,"Hi Lucky Charms! ✨

Wearing the color of the year today! 🤍

Naniniwala din ba kayo na wearing the color of the year will bring you prosperity this year? 🤔

Comment niyo naman thoughts niyo sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hi Lucky Charms! ✨

Wearing the color of the year today! 🤍

Naniniwala din ba kayo na wearing the color of the year will bring you prosperity this year? 🤔

Comment niyo naman thoughts niyo sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,1/1/2026 2:30,N/A,https://www.facebook.com/reel/877055318037017/,0,0,Videos,,,,,Lifetime,68,45,7,6,1,0,3,3,,0,180.876,3.288,0,0,0,,,
1.22107E+17,6.15851E+13,Juankada Charm,"Happy New Year, Lucky Charms! ✨

Day JUAN of 365 na kaya let’s continue our progress for our family, friends, and ourselves! 💖

Let’s start the year right, Juankada! Drop a “😘” kung handa na kayo for this year!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Happy New Year, Lucky Charms! ✨

Day JUAN of 365 na kaya let’s continue our progress for our family, friends, and ourselves! 💖

Let’s start the year right, Juankada! Drop a “😘” kung handa na kayo for this year!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,12/31/2025 23:30,N/A,https://www.facebook.com/reel/1183243957330066/,0,0,Videos,,,,,Lifetime,116,40,9,9,0,0,2,2,,0,374.817,3.945,0,0,0,,,
1.22107E+17,6.15851E+13,Juankada Charm,"Happy New Year, Lucky Charms! 🎆

Mas maraming panalo, mas maraming blessings, at mas makukulay na saya ngayong taon! 🥳

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame",,0,12/31/2025 22:14,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02hoRb5V3y5kftU2EFYvVDiggMtyuhDfWpF3n86eNuYL3yc8JeSe3vA2J7m9TRBz7Dl&id=61585109026232,0,1,Videos,,,,,Lifetime,40,30,4,4,0,0,0,,,0,,,,,,,,
1.22107E+17,6.15851E+13,Juankada Charm,"Hello, my Lucky Charms! ✨

Handa na ba kayo salubungin ang new year with unlimited swerte? I got you because your Lucky Charm is always present! 😘

Live na tayo! Now na sa Color Game Live ng Juan365 Studios! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,12/31/2025 5:37,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0Q1Pb3VhuRMr2kzbZji4Jnytu4oRPtA9ZZvuFGj37RUP3jeiPkjcSEKxhsZMNnPb1l&id=61585109026232,0,0,Photos,,,,,Lifetime,165,61,12,10,1,1,15,7,8,0,,,,,,,,
1.22105E+17,6.15857E+13,Juankada Ellise,Juankada Ellise updated their cover photo.,,0,1/4/2026 7:50,N/A,https://www.facebook.com/photo.php?fbid=122104966581189322&set=a.122097515811189322&type=3,0,0,Photos,,,,,Lifetime,0,0,11,11,0,0,0,,,0,,,,,,,,
1.22105E+17,6.15857E+13,Juankada Ellise,"Confidence looks good on me and it will look good on you too, besties 💖

Kaya always own your glow! ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise","Confidence looks good on me and it will look good on you too, besties 💖

Kaya always own your glow! ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #JuankadaEllise",9,1/4/2026 7:50,N/A,https://www.facebook.com/reel/1976957859554832/,0,0,Videos,,,,,Lifetime,7019,5403,30,26,3,1,14,4,,0,30749.386,5.729,0,0,0,10,,
1.22105E+17,6.15857E+13,Juankada Ellise,"Nothing beats a fine day like this ✨

Watch the Color Game live on the Juan365 app at website.🤩

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/4/2026 23:15,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0jar9VsKoX8ymsTNjseVUZYGww1u7vPtH5J7pcnQyfVUvFRUVievojqJro2cRkUEil&id=61585679673115,0,0,Photos,,,,,Lifetime,277,140,14,12,2,0,10,7,3,0,,,,,,,,
1.22105E+17,6.15857E+13,Juankada Ellise,"𝐕𝐢𝐛𝐢𝐧𝐠 𝐢𝐧 𝐫𝐞𝐝 💃🔴 𝐓𝐡𝐞𝐲 𝐬𝐚𝐲 𝐫𝐞𝐝 𝐢𝐬 𝐥𝐮𝐜𝐤𝐲 𝐭𝐨𝐝𝐚𝐲 👀

Watch Color Game live at Juan365 app and Website💯❤️ 

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ","𝐕𝐢𝐛𝐢𝐧𝐠 𝐢𝐧 𝐫𝐞𝐝 💃🔴 𝐓𝐡𝐞𝐲 𝐬𝐚𝐲 𝐫𝐞𝐝 𝐢𝐬 𝐥𝐮𝐜𝐤𝐲 𝐭𝐨𝐝𝐚𝐲 👀

Watch Color Game live at Juan365 app and Website💯❤️ 

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",13,1/5/2026 1:00,N/A,https://www.facebook.com/reel/923268066697366/,0,0,Videos,,,,,Lifetime,2670,1985,33,26,7,0,36,29,,0,17828.623,8.799,0,0,0,7,,
1.22105E+17,6.15857E+13,Juankada Ellise,"𝐖𝐡𝐚𝐭 𝐚 𝐭𝐢𝐫𝐢𝐧𝐠 𝐝𝐚𝐲 😮‍💨

Tapos, nasan kana kaya? 🥲

👉 Comment monga saan ka Beshy

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise  #fypviralシ","𝐖𝐡𝐚𝐭 𝐚 𝐭𝐢𝐫𝐢𝐧𝐠 𝐝𝐚𝐲 😮‍💨

Tapos, nasan kana kaya? 🥲

👉 Comment monga saan ka Beshy

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise  #fypviralシ",16,1/5/2026 6:27,N/A,https://www.facebook.com/reel/2092813801533156/,0,0,Videos,,,,,Lifetime,2022,1686,29,24,5,0,34,12,,0,18156.328,9.976,0,0,0,22,,
1.22106E+17,6.15857E+13,Juankada Ellise,"Beshies! Breezy ang panahon 🌬️
Black on. Game face ready.

Color Game LIVE sa Juan365  App at Website🖤

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",,0,1/6/2026 1:10,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02w7YJwafgVeFtsFyGCQJ7ZHc77SE1DZDWudGzZqJs7DpGFjYmUmGBnuQuxZFnMrF6l&id=61585679673115,0,0,Photos,,,,,Lifetime,429,178,27,22,5,0,27,15,12,0,,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"Beshies! What a glamorous day today ✨

Live pa rin ang Color Game sa Juan365 app & website! 🎉
🎯 Join na, play na, tap 🩷⬜️🟦🟥🟨🟩—huwag mahuli!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ","Beshies! What a glamorous day today ✨

Live pa rin ang Color Game sa Juan365 app & website! 🎉
🎯 Join na, play na, tap 🩷⬜️🟦🟥🟨🟩—huwag mahuli!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",10,1/6/2026 5:10,N/A,https://www.facebook.com/reel/840929568780561/,0,0,Videos,,,,,Lifetime,478,187,26,23,1,2,10,10,,0,1645.373,4.459,0,0,0,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐁𝐥𝐚𝐜𝐤 𝐢𝐬 𝐬𝐥𝐚𝐲… 𝐛𝐮𝐭 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐢𝐬 𝐬𝐨𝐦𝐞𝐭𝐡𝐢𝐧𝐠 𝐞𝐥𝐬𝐞 👀🔥
👉 Watch it live on Juan365 at website

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ","𝐁𝐥𝐚𝐜𝐤 𝐢𝐬 𝐬𝐥𝐚𝐲… 𝐛𝐮𝐭 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐢𝐬 𝐬𝐨𝐦𝐞𝐭𝐡𝐢𝐧𝐠 𝐞𝐥𝐬𝐞 👀🔥
👉 Watch it live on Juan365 at website

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ",11,1/6/2026 7:59,N/A,https://www.facebook.com/reel/1388803426236332/,1,0,Videos,,,,,Lifetime,635,456,13,13,0,0,2,2,,0,2724.319,5.3,0,0,0,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐀𝐥𝐥 𝐛𝐥𝐚𝐜𝐤, 𝐚𝐥𝐥 𝐠𝐥𝐚𝐦 🖤💫

👉 Watch now sa Juan365 app & website!

 #Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllies #fypageシ #fypシviralシfypシ゚ #fypviralシ","𝐀𝐥𝐥 𝐛𝐥𝐚𝐜𝐤, 𝐚𝐥𝐥 𝐠𝐥𝐚𝐦 🖤💫

👉 Watch now sa Juan365 app & website!

 #Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllies #fypageシ #fypシviralシfypシ゚ #fypviralシ",18,1/6/2026 18:00,N/A,https://www.facebook.com/reel/1607243464048769/,1,0,Videos,,,,,Lifetime,2102,439,78,72,5,1,195,195,,0,17800.413,11.906,0,0,0,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"Hi Beshies! 👋💖
𝐋𝐮𝐜𝐤𝐲 𝐬𝐭𝐚𝐫𝐭 𝐭𝐨𝐝𝐚𝐲! 🌟 𝐏𝐞𝐫𝐨 𝐦𝐚𝐬 𝐞𝐱𝐜𝐢𝐭𝐢𝐧𝐠 𝐩𝐚 𝐬𝐚 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 🎨💸

👉 Huwag palampasin—tune in na!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/7/2026 0:03,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02xB8mQehUFq6xVCfrXeGiZRAc2xDtBugctLrWAMNdnrM4pcM3NBeoTp1SjYcLAuixl&id=61585679673115,0,0,Photos,,,,,Lifetime,310,142,16,15,1,0,19,9,10,0,,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,,,0,1/7/2026 0:03,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0m9PBqszy958bHiy3cWKJAMuJSZmcS9foSzaST8uaBAvVJRDV3xV1YdNQrdHgfvKyl&id=61585679673115,0,1,Photos,,,,,Lifetime,212,104,4,4,0,0,8,3,5,0,,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"They called it freaky… 𝐖𝐞 𝐜𝐚𝐥𝐥 𝐢𝐭 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 👀👑

Freaky? ❌
Queen✅

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #TrendingPH #fyp","They called it freaky… 𝐖𝐞 𝐜𝐚𝐥𝐥 𝐢𝐭 𝐜𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 👀👑

Freaky? ❌
Queen✅

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #TrendingPH #fyp",25,1/7/2026 7:00,N/A,https://www.facebook.com/reel/1939505730253502/,1,0,Videos,,,,,Lifetime,1087,433,44,36,5,3,65,65,,0,8489.446,9.669,0,0,0,,,
1.22106E+17,6.15857E+13,Juankada Ellise,Beshies naka follow kanaba sa Juan365 Studios? Kung hindi pa hit that follow button 🥳,,0,1/7/2026 17:58,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0A6DcjaTdqn7JAKfDcL6JyiyhbutZ6oaL9qVfAuduVgDu3zrahBqtFuQ2brJszZ2zl&id=61585679673115,0,1,Photos,,,,,Lifetime,270,110,13,12,1,0,18,13,5,0,,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐆𝐨𝐨𝐝 𝐦𝐨𝐫𝐧𝐢𝐧𝐠, 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 🌸

Last night was on fire, jackpot after jackpot and triple color all the way! 💙🤍

👉Watch Color Game live at Juan365 app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp","𝐆𝐨𝐨𝐝 𝐦𝐨𝐫𝐧𝐢𝐧𝐠, 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 🌸

Last night was on fire, jackpot after jackpot and triple color all the way! 💙🤍

👉Watch Color Game live at @[61572881214141:2048:Juan365] app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp",25,1/7/2026 18:04,N/A,https://www.facebook.com/reel/1183151343976536/,0,0,Videos,,,,,Lifetime,932,242,38,30,5,3,91,91,,0,8705.527,12.653,0,0,0,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👋 𝐈𝐭’𝐬 𝐦𝐞, 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐄𝐥𝐥𝐢𝐬𝐞 😘

Nandito para maghatid ng saya, swerte, at good vibes lang palagi! ✨🍀 

🎥 Watch Color Game LIVE sa Juan365 App & Website!

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ #fyp",,0,1/7/2026 23:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02aHEsbGHD1izDcjThUgNXdrbKHFj3c5q8bAEyjfk4Z9a8UfbTa8opCEeju6frHqVEl&id=61585679673115,0,0,Photos,,,,,Lifetime,1000,295,29,22,6,1,14,10,4,0,,,,,,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐇𝐢 𝐛𝐞𝐬𝐭𝐢𝐞𝐬! 💫 𝐃𝐚𝐲 𝐨𝐟𝐟 + 𝐦𝐲 𝐛𝐮𝐝𝐝𝐲 𝐁𝐔𝐃𝐎𝐘 = 𝐩𝐞𝐫𝐟𝐞𝐜𝐭 𝐜𝐨𝐦𝐛𝐨 🐾💖
𝐓𝐚𝐠 𝐲𝐨𝐮𝐫 𝐝𝐚𝐲-𝐨𝐟𝐟 𝐛𝐮𝐝𝐝𝐲 🥰👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシ゚viralシ #fypchallenge #reelsfypシ","𝐇𝐢 𝐛𝐞𝐬𝐭𝐢𝐞𝐬! 💫 𝐃𝐚𝐲 𝐨𝐟𝐟 + 𝐦𝐲 𝐛𝐮𝐝𝐝𝐲 𝐁𝐔𝐃𝐎𝐘 = 𝐩𝐞𝐫𝐟𝐞𝐜𝐭 𝐜𝐨𝐦𝐛𝐨 🐾💖
𝐓𝐚𝐠 𝐲𝐨𝐮𝐫 𝐝𝐚𝐲-𝐨𝐟𝐟 𝐛𝐮𝐝𝐝𝐲 🥰👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシ゚viralシ #fypchallenge #reelsfypシ",20,1/8/2026 5:16,N/A,https://www.facebook.com/reel/768582542953923/,0,0,Videos,,,,,Lifetime,249,171,20,16,4,0,19,19,,0,1618.99,8.476,0,0,0,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐄𝐲𝐞𝐬 𝐢𝐜𝐞, 𝐛𝐞𝐲𝐛𝐞 🧊✨
𝐭𝐢𝐧𝐠𝐢𝐧𝐢𝐧𝐠𝐧𝐠𝐢𝐧𝐢𝐧𝐠 𝐧𝐢𝐧𝐠…

👉Watch Color Game live at Juan365 app at Website.

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ","𝐄𝐲𝐞𝐬 𝐢𝐜𝐞, 𝐛𝐞𝐲𝐛𝐞 🧊✨
𝐭𝐢𝐧𝐠𝐢𝐧𝐢𝐧𝐠𝐧𝐠𝐢𝐧𝐢𝐧𝐠 𝐧𝐢𝐧𝐠…

👉Watch Color Game live at Juan365 app at Website.

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ",11,1/8/2026 7:59,N/A,https://www.facebook.com/reel/639016315935255/,1,0,Videos,,,,,Lifetime,242,146,12,11,1,0,7,7,,0,1079.613,5.931,0,0,0,,,
1.22106E+17,6.15857E+13,Juankada Ellise,"𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👀✨

Throwback feels muna… pero mas solid ang LIVE action 😎
Manood na ng 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞 🎨🔥

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ","𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 👀✨

Throwback feels muna… pero mas solid ang LIVE action 😎
Manood na ng 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞 🎨🔥

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaEllise #fypviralシ #reelsfypシ",14,1/8/2026 18:00,uploaded,https://www.facebook.com/reel/920119870439255/,1,0,Videos,,,,,Lifetime,287,194,21,16,4,1,8,8,,0,1407.966,6.37,0,0,0,,,
1.22107E+17,6.15857E+13,Juankada Ellise,Kulayan muna ang swerte mo!! ❤️,,0,1/9/2026 0:47,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0oAZkA7C3STEAA2owg45u4TeXWrkfei4kf4CNEnQy5na6VXzZiJgPqFShDjoxVBsCl&id=61585679673115,0,1,Photos,,,,,Lifetime,170,78,14,8,4,2,4,4,,0,,,,,,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"𝐓𝐚𝐤𝐢𝐧𝐠 𝐢𝐭 𝐞𝐚𝐬𝐲 𝐭𝐨𝐝𝐚𝐲 🤎🤍
𝐒𝐥𝐨𝐰 𝐝𝐚𝐲𝐬 𝐨𝐧𝐥𝐲 ✨

👉 Watch Color game live sa Juan365 app at Website

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/9/2026 0:49,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid05BQ4P27QevYNtraGnkXzybsqcDiQzLrcZUkg9QThj972wZziuYoawedpyfXS4sG4l&id=61585679673115,0,0,Photos,,,,,Lifetime,387,190,20,14,3,3,10,1,9,0,,,,,,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"You Know it's 𝐱𝟏𝟓𝟎 pag ganto na kataas ang energy ko!🤩

👉𝐖𝐚𝐭𝐜𝐡 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐥𝐢𝐯𝐞 𝐚𝐭 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞.

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシviralシ #fypchallenge #reelsfypシ","You Know it's 𝐱𝟏𝟓𝟎 pag ganto na kataas ang energy ko!🤩

👉𝐖𝐚𝐭𝐜𝐡 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐥𝐢𝐯𝐞 𝐚𝐭 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞.

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシviralシ #fypchallenge #reelsfypシ",28,1/9/2026 18:00,N/A,https://www.facebook.com/reel/1554806892393431/,1,0,Videos,,,,,Lifetime,1223,306,45,32,3,10,152,152,,0,11648.342,11.983,0,0,0,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"Hi beshies~ ❄️🔥

Maginaw ang tanghali pero mainit ang live ngayon
Watch Color Game Live sa Juan 365 app at website 💖

👉 Red rhyme’s with?
Drop your answers now 🔴✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/9/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0FutvNE6nMobqf1tHZcuXt5BQFTRyqApNM7c3aqYSPCTimfwTRFTzTZeTocFeteUSl&id=61585679673115,0,0,Photos,,,,,Lifetime,339,144,21,17,2,2,24,11,13,0,,,,,,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"Start your day with a smile—manood, mag-libang, at maki-enjoy sa 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐰𝐞𝐛𝐬𝐢𝐭𝐞! 🎉

Tara na, good vibes all the way! ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise","Start your day with a smile—manood, mag-libang, at maki-enjoy sa 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐢𝐯𝐞 𝐬𝐚 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐰𝐞𝐛𝐬𝐢𝐭𝐞! 🎉

Tara na, good vibes all the way! ✨

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",12,1/10/2026 1:06,N/A,https://www.facebook.com/reel/870500685834080/,0,0,Videos,,,,,Lifetime,5772,4957,47,39,5,3,78,27,,0,33653.478,6.325,0,0,0,51,,
1.22107E+17,6.15857E+13,Juankada Ellise,"BESHIES 💞
A beautiful morning deserves love, laughter, and good vibes 💞☀️

𝐂𝐚𝐭𝐜𝐡 𝐭𝐡𝐞 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐋𝐈𝐕𝐄 𝐨𝐧 𝐭𝐡𝐞 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐨𝐫 𝐨𝐧 𝐭𝐡𝐞 𝐰𝐞𝐛𝐬𝐢𝐭𝐞 🔥🎮

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/10/2026 15:49,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0Y67v3M2bz2FE4b5vZXR3dWmEPc36vYPCHocuggcCJ47TghmEGwRLYcjFvSaeM4gYl&id=61585679673115,0,0,Photos,,,,,Lifetime,336,135,27,21,4,2,22,5,17,0,,,,,,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 💖

May this year be 𝐎𝐔𝐑 year - full of good vibes, wins, and unforgettable moments ✨
Let’s make it a year to remember! 🙌 

👉𝐖𝐚𝐭𝐜𝐡 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐥𝐢𝐯𝐞 𝐚𝐭 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞.

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシviralシ #fypchallenge #reelsfypシ","𝐇𝐞𝐥𝐥𝐨 𝐁𝐞𝐬𝐡𝐢𝐞𝐬! 💖

May this year be 𝐎𝐔𝐑 year - full of good vibes, wins, and unforgettable moments ✨
Let’s make it a year to remember! 🙌 

👉𝐖𝐚𝐭𝐜𝐡 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 𝐥𝐢𝐯𝐞 𝐚𝐭 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐚𝐩𝐩 𝐚𝐭 𝐖𝐞𝐛𝐬𝐢𝐭𝐞.

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypreelsシviralシ #fypchallenge #reelsfypシ",10,1/10/2026 18:00,N/A,https://www.facebook.com/reel/1402161791640679/,1,0,Videos,,,,,Lifetime,203,122,21,16,4,1,5,5,,0,763.582,5.056,0,0,0,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"𝐁𝐄𝐒𝐇𝐈𝐄𝐒!✨

What if pink is your lucky color?💞

👉Color Game live sa Juan365 app at Website💯  

Try your luck! 🎀

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise","𝐁𝐄𝐒𝐇𝐈𝐄𝐒!✨

What if pink is your lucky color?💞

👉Color Game live sa Juan365 app at Website💯  

Try your luck! 🎀

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",7,1/11/2026 4:53,N/A,https://www.facebook.com/reel/25123586250674544/,0,0,Videos,,,,,Lifetime,286,138,21,14,7,0,9,9,,0,1131.525,6.775,0,0,0,,,
1.22107E+17,6.15857E+13,Juankada Ellise,"𝐀 𝐝𝐚𝐲 𝐬𝐭𝐚𝐫𝐭𝐞𝐝 𝐛𝐲 𝐬𝐦𝐢𝐥𝐢𝐧𝐠 𝐢𝐬 𝐚 𝐝𝐚𝐲 𝐰𝐨𝐫𝐭𝐡 𝐰𝐢𝐧𝐧𝐢𝐧𝐠 😊
 😊✨
Smile ka rin today—comment 😊 below 👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise",,0,1/11/2026 16:37,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02VTszwc2cQPibvad9AE9AXo9Vh8BY58neRT1B3ctHYsbUxxapK8zRRfPDcLXUxAmgl&id=61585679673115,0,0,Photos,,,,,Lifetime,257,102,9,6,2,1,10,4,6,0,,,,,,,,
