Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks,Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Negative feedback from users: Hide all,Matched Audience Targeting Consumption (Video Click)
1.22109E+17,6.15856E+13,JuanKada Star,"𝐂𝐡𝐢𝐥𝐥 𝐥𝐨𝐨𝐤𝐬 𝐟𝐨𝐫 𝐚 𝐜𝐡𝐢𝐥𝐥 𝐝𝐚𝐲 ☀️

Any thoughts star babies? 💭

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #reelsvideoシ #fypシ゚",,0,1/21/2026 2:39,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02zGFCtmDpwckphw1GNXf85Prf9KwjGWfMGc3M4TnwqKrMSqmzKdm66v8dtz9EQXQQl,0,0,Photos,,,,,Lifetime,565,205,34,24,6,4,34,22,12,,0,,,,,,1,
1.22109E+17,6.15856E+13,JuanKada Star,Mamimiss kita ng 1 week Juankada Shann 🥺,,0,1/20/2026 21:45,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02DAZ7LfZjZVGiTUrmT9hdVy2WdwwrpNGxgJpoZr4HXqLPHwxA6YFrQ9RpHF5kB4nml,0,1,Photos,,,,,Lifetime,339,130,19,16,3,0,17,7,10,,0,,,,,,,
1.22109E+17,6.15856E+13,JuanKada Star,𝑨 𝒈𝒍𝒊𝒎𝒑𝒔𝒆 𝒐𝒇 𝒘𝒉𝒂𝒕 𝒎𝒂𝒌𝒆𝒔 𝒎𝒆 𝒃𝒖𝒔𝒚 😊,"𝑨 𝒈𝒍𝒊𝒎𝒑𝒔𝒆 𝒐𝒇 𝒘𝒉𝒂𝒕 𝒎𝒂𝒌𝒆𝒔 𝒎𝒆 𝒃𝒖𝒔𝒚 😊
Stay tuned for more star babies 🌟

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #reelschallenge #foryoupageシ",21,1/20/2026 20:20,N/A,https://www.facebook.com/reel/4287933884860541/,0,0,Videos,,,,,Lifetime,2470,142,590,576,5,9,10,,10,,0,3001.914,4.024,0,0,0,,
1.22109E+17,6.15856E+13,JuanKada Star,4 pics 1 word,"𝐖𝐞 𝐫𝐮𝐧 𝐭𝐡𝐞 𝐰𝐨𝐫𝐥𝐝, 𝐬𝐭𝐚𝐫 𝐛𝐚𝐛𝐢𝐞𝐬 ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypシ #foryouシ #reelsvideoシ #reelsvideoシ",27,1/20/2026 6:00,N/A,https://www.facebook.com/reel/25791903183761935/,1,0,Videos,,,,,Lifetime,1727,242,600,583,6,11,13,,13,,0,3354.669,4.595,0,0,0,,
1.22109E+17,6.15856E+13,JuanKada Star,"TUES it. Wear it. Own it. 🖤

Team Denim black ang atake ng Morning Shift kanina with JuanKada Alex, Juankada Papa Joe at Juankada Zia!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #JuankadaAlexChoosy #JuankadaPapaJoe #JuankadaZia",,0,1/19/2026 22:53,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0X3caVBnex138cs3Atv8Txt2jHkAw1MdptJdZrA3fkEsN7nNP4iYf1Pe8gYyX7CZMl,0,0,Photos,,,,,Lifetime,633,262,30,19,3,8,35,27,8,,0,,,,,,,
1.22109E+17,6.15856E+13,JuanKada Star,"𝐂𝐨𝐧𝐟𝐢𝐝𝐞𝐧𝐜𝐞 𝐢𝐬 𝐭𝐡𝐞 𝐛𝐞𝐬𝐭 𝐚𝐜𝐜𝐞𝐬𝐬𝐨𝐫𝐲 ✨
Bet niyo rin ba? 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/19/2026 17:59,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0dNT8mBajBX3m1czAom8PH8sRJRoxSuNAe9pUksxiarEPc1BPiWYkqLXu6Zdm1y7cl,0,0,Photos,,,,,Lifetime,2411,1309,74,61,2,11,93,62,31,,0,,,,,,,
1.22109E+17,6.15856E+13,JuanKada Star,Live 6am-2pm see you star babies 🫶🏻🫰🏻,,0,1/19/2026 16:24,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid06YTqV74Xv56pxkFAuZuxH8R8xVS1bHowv4cNGkX4G6sogGpanv6F1SmCoA8u9nrBl,0,1,Photos,,,,,Lifetime,236,90,10,9,1,0,8,2,6,,0,,,,,,,
1.22109E+17,6.15856E+13,JuanKada Star,Love yourself 💞,"Star babies love yourself like I love you ~ 🫶🏻💘

Wag kayo magsawang sumuporta at mag enjoy sa ating color game 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies 

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fbreels #fypシ",9,1/19/2026 6:00,N/A,https://www.facebook.com/reel/1414776103470903/,1,0,Videos,,,,,Lifetime,1266,137,39,22,7,10,11,,11,,0,971.792,2.485,0,0,0,,
1.22109E+17,6.15856E+13,JuanKada Star,Pink and White 🩷🤍,"𝑺𝒑𝒊𝒏𝒏𝒊𝒏𝒈 𝒕𝒉𝒆 𝒔𝒑𝒐𝒕𝒍𝒊𝒈𝒉𝒕 𝒊𝒏 𝒑𝒊𝒏𝒌 💖

sparkle vibes and a white flare, ready to steal the show! ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fbreelsfypシ゚viralシ #foryoupageシ #reelschallenge",16,1/19/2026 2:26,N/A,https://www.facebook.com/reel/1550970116647863/,0,0,Videos,,,,,Lifetime,1568,203,61,40,11,10,17,,17,,0,2615.167,4.017,0,0,0,,
1.22109E+17,6.15856E+13,JuanKada Star,Trio 🩷,,0,1/19/2026 1:46,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid028cNiLQruqN5M9h4kxzXeJW7Bm7StjXwLrGdwvesFtyJxLjDq9mwKWHmqKJDrM5q6l,0,1,Photos,,,,,Lifetime,243,83,11,10,1,0,3,2,1,,0,,,,,,,
1.22109E+17,6.15856E+13,JuanKada Star,Ivana na nararamdaman 🫶🏻,"𝘼 𝙡𝙞𝙩𝙩𝙡𝙚 𝙜𝙡𝙞𝙢𝙥𝙨𝙚 𝙤𝙛 𝙢𝙚 𝙞𝙣 𝙖𝙘𝙩𝙞𝙤𝙣 💖✨ 

Watch me host the Color Game LIVE on the Juana365 app & website!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypviralシ #fypageシ",28,1/18/2026 20:00,N/A,https://www.facebook.com/reel/1522466682183670/,1,0,Videos,,,,,Lifetime,1769,180,1135,1120,4,11,13,,13,,0,5838.564,7.632,0,0,0,,
1.22109E+17,6.15856E+13,JuanKada Star,💚,"𝑨 𝒍𝒊𝒕𝒕𝒍𝒆 𝒈𝒓𝒐𝒐𝒗𝒆 𝒊𝒏 𝒈𝒓𝒆𝒆𝒏 💚🕺
Maybe green is the color for today? 👀

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",15,1/18/2026 3:15,N/A,https://www.facebook.com/reel/1235976145119655/,0,0,Videos,,,,,Lifetime,1524,255,47,33,5,9,12,,12,,0,3340.923,5.79,0,0,0,,
1.22109E+17,6.15856E+13,JuanKada Star,"𝙎𝙤𝙛𝙩 𝙝𝙚𝙖𝙧𝙩, 𝙨𝙝𝙖𝙧𝙥 𝙚𝙙𝙜𝙚𝙨 🌸

Samahan nyo kami now star babies sa aming Live dito lang yan sa color game 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/18/2026 1:48,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0ic4AxbkC3paVX7wJMDBnnq1HDN7ZeGQiJvykZ1cDRvfPfQqB8gmUGZchSmySQ7onl,0,0,Photos,,,,,Lifetime,2142,881,66,46,6,14,183,112,71,,0,,,,,,,
1.22109E+17,6.15856E+13,JuanKada Star,Grey 🩶,"𝑪𝒉𝒊𝒍𝒍 𝒐𝒏 𝒕𝒉𝒆 𝒔𝒄𝒆𝒏𝒆, 𝒃𝒖𝒕 𝒎𝒚 𝒔𝒕𝒂𝒓’𝒔 𝒔𝒖𝒑𝒓𝒆𝒎𝒆 🩶

Caught a quick replay yesterday, watch me LIVE now mamayang 2pm Star babiess!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies 

#nocopyrightinfringementintendedmusicbelongstotherightfulowner",33,1/17/2026 19:18,N/A,https://www.facebook.com/reel/1288212456450678/,0,0,Videos,,,,,Lifetime,1793,218,1143,1125,5,13,8,,8,,0,4315.37,6.227,0,0,0,,
1.22108E+17,6.15856E+13,JuanKada Star,Gray 🩶,,0,1/17/2026 1:22,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02u5hXR2C44z6NV2ufCm6RWvqMuzsjuDwn7HeTCF2kWEsEA4wSdaMRtnb24qtMAtVjl,0,1,Photos,,,,,Lifetime,423,145,29,17,10,2,11,3,8,,0,,,,,,,
1.22108E+17,6.15856E+13,JuanKada Star,"Grey on my frame, all eyes on the flame ❤️‍🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/17/2026 1:09,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02dJJMK2N2dpAwbcSZGDJxmtVrs9RFSySuGu7Ka6cUCF5uED3UMJ8euTTa2rTPd44Wl,0,0,Photos,,,,,Lifetime,761,385,48,26,11,11,35,10,25,,0,,,,,,,
1.22108E+17,6.15856E+13,JuanKada Star,Chinita Girl 💫,"𝑳𝒂𝒔𝒕 𝑫𝒂𝒚: 𝑨𝒍𝒍 𝒕𝒉𝒆 𝑭𝒆𝒆𝒍𝒔 💫

Sabay sabay tayo na mahulog sa tingin ng ating lucky chinita girl 👀😍

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypviralシ #fypageシ",31,1/16/2026 19:31,N/A,https://www.facebook.com/reel/1437818961340503/,0,0,Videos,,,,,Lifetime,1728,342,128,102,16,10,18,,18,,0,18454.808,14.497,0,0,0,,
1.22108E+17,6.15856E+13,JuanKada Star,"Tara na Star babies, makisaya, makikulit at manalo kasama ang team Midshift 💚",,0,1/16/2026 0:11,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02yjtJURQUrb96HozUeoVGc4zZuVTwDtozHYSp16Ks9VgvqqQhNiW6cCA9oQqoM9fRl,0,1,Photos,,,,,Lifetime,419,158,33,19,11,3,13,6,7,,0,,,,,,,
1.22108E+17,6.15856E+13,JuanKada Star,"Game on na Star Babies! 

Catch me LIVE NOW hanggang 10PM sa Color Game 🎲
Step into the spotlight, Star Babies 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/15/2026 22:16,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0xaqAuCu2GLcUdzhLG95ZkKLmw3D1z9cGy1pU7FHcnXHRwW7au5mFeCBpVWSzu5vVl,0,0,Photos,,,,,Lifetime,3255,1117,166,125,26,15,316,172,144,,0,,,,,,,
1.22108E+17,6.15856E+13,JuanKada Star,"𝗜 𝗺𝗮𝗸𝗲 𝗶𝘁 𝘀𝗼 𝗲𝗮𝘀𝘆 𝘁𝗼 𝗳𝗮𝗹𝗹 𝗶𝗻 𝗹𝗼𝘃𝗲 𝘄𝗶𝘁𝗵 𝗺𝗲 𝗦𝘁𝗮𝗿 𝗕𝗮𝗯𝗶𝗲𝘀~ 🌟

Araw araw magbibigay sainyo ng ngiti! Abang na sa LIVE mamayang 2PM na yan 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypageシfypviralシ","𝗜 𝗺𝗮𝗸𝗲 𝗶𝘁 𝘀𝗼 𝗲𝗮𝘀𝘆 𝘁𝗼 𝗳𝗮𝗹𝗹 𝗶𝗻 𝗹𝗼𝘃𝗲 𝘄𝗶𝘁𝗵 𝗺𝗲 𝗦𝘁𝗮𝗿 𝗕𝗮𝗯𝗶𝗲𝘀~ 🌟

Araw araw magbibigay sainyo ng ngiti! Abang na sa LIVE mamayang 2PM na yan 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypageシfypviralシ",30,1/15/2026 20:01,N/A,https://www.facebook.com/reel/1571326294112283/,1,0,Videos,,,,,Lifetime,1321,214,62,37,20,5,15,,15,,0,2164.038,4.694,0,0,0,,
1.22108E+17,6.15856E+13,JuanKada Star,"Pretty in yellow 💛 kasama sina Juankada Shann, Zia, at Ligaya!

Napanood niyo ba live namin kahapon? If you want more fun moments, tutok lang palagi! ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #JuankadaShann #JuankadaZia #JuankadaLigaya",,0,1/15/2026 18:01,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0DbnNEhoqSnosmqGgj99i4WC6qhFUESaGQ5oCDDKuKLH2EyxV1fvFvREethn5ziyCl,0,0,Photos,,,,,Lifetime,468,180,35,22,8,5,9,2,7,,0,,,,,,,
1.22108E+17,6.15856E+13,JuanKada Star,I like me better 🫶🏻,"I like me better when I’m with you my Star Babies! ⭐️

Kaya sana palagi niyo akong suportahan at subaybayan sa Color Game! 🫶🏻

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",7,1/15/2026 6:28,N/A,https://www.facebook.com/reel/732510049562284/,0,0,Videos,,,,,Lifetime,351,193,36,27,3,6,10,,10,,0,1279.586,5.687,0,0,0,,
1.22108E+17,6.15856E+13,JuanKada Star,See you star babies 2pm - 10pm 🌠💛,,0,1/14/2026 23:43,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02jxFN9FbZVZCeiBbAs4y28NKaUzRmc4TF6mXiX1BM9Lj6tYgbWrBgPTDeZH5Q8CCbl,0,1,Photos,,,,,Lifetime,278,128,31,23,3,5,8,4,,4,0,,,,,,,
1.22108E+17,6.15856E+13,JuanKada Star,"All-in na agad! ⭐️

Watch me live NOW hanggang mamayang 10PM sa Color Game! 

Don’t miss it, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/14/2026 23:25,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02pmpt85ic7qe9ddSz1GynjRBuDsrSmx44sxZTcLrEuDEmDDG3Bd2VG9GLbKzLB8mAl,0,0,Photos,,,,,Lifetime,789,396,58,40,7,11,32,19,13,,0,,,,,,,
1.22108E+17,6.15856E+13,JuanKada Star,Mt.Kulis ⛰️,"Sino mahilig mag-hike, star babies? ⭐️⛰️

Ang pag-akyat ng bundok ay parang buhay, may hirap, pagod, at pagsubok. Minsan gusto mo nang sumuko, pero tuloy lang. Kasi pag nasa tuktok ka na, marerealize mo na worth it lahat. 💪💛

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypシ゚viralシfypシ゚",49,1/14/2026 17:24,N/A,https://www.facebook.com/reel/848405078072195/,0,0,Videos,,,,,Lifetime,1484,184,99,80,9,10,21,,21,,0,3235.829,5.322,0,0,0,,
1.22108E+17,6.15856E+13,JuanKada Star,Star babies makihula na 🤭,,0,1/14/2026 4:45,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0YpANwVV2gyawgggnLp32nYzLeo8asfYxknfXqeyQe4b6dxvohbrWLUqnC3gCZtvJl,0,1,Photos,,,,,Lifetime,288,122,30,20,8,2,17,2,15,,0,,,,,,,
1.22108E+17,6.15856E+13,JuanKada Star,"Keeping it simple in blue 💙

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypシ゚viralシfypシ゚","Keeping it simple in blue 💙

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypシ゚viralシfypシ゚",41,1/13/2026 21:50,N/A,https://www.facebook.com/reel/883758720732020/,0,0,Videos,,,,,Lifetime,275,184,45,31,7,7,4,,4,,0,1033.833,4.437,0,0,0,,
1.22108E+17,6.15856E+13,JuanKada Star,"Day off muna! Wag niyo ko masyadong mamiss, Star babies ha 😌

Eto muna hopping sa trend ng Eenie Meenie with Juankada Jedi ✌️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #JuankadaJedi

#nocopyrightinfringementintendedmusicbelongstotherightfulowner","Day off muna! Wag niyo ko masyadong mamiss, Star babies ha 😌

Eto muna hopping sa trend ng Eenie Meenie with Juankada Jedi ✌️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #JuankadaJedi

#nocopyrightinfringementintendedmusicbelongstotherightfulowner",15,1/13/2026 3:00,N/A,https://www.facebook.com/reel/1174157391369471/,0,0,Videos,,,,,Lifetime,327,248,46,29,10,7,13,,13,,0,2655.147,8.094,0,0,0,,
1.22108E+17,6.15856E+13,JuanKada Star,🩵,"Nabitin din ba kayo sa concert ng SexBomb Star Babies? 

Dito sa’kin, siguradong hindi kayo mabibitin! Abangan niyo ako lagi sa Color Game at mapanood ang mala-SexBomb energy ko! 🔥

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypviralシ #fypageシ",40,1/12/2026 22:57,N/A,https://www.facebook.com/reel/4154248064905867/,0,0,Videos,,,,,Lifetime,1176,344,83,63,12,8,21,,21,,0,11589.293,12.905,0,0,0,,
1.22107E+17,6.15856E+13,JuanKada Star,"Gabi na naman na puno ng saya! ⭐️

Star Babies, kita-kits sa Color Game LIVE mula 10PM–6AM!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fypシ゚",,0,1/12/2026 8:23,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02SWCV8N7C8WcfJYhPKBGkf7euyGqs1cUZr2qH5LH28Zzxhs1XxDeoW1dP1iLarJj2l,0,0,Photos,,,,,Lifetime,1312,539,82,62,8,12,78,43,35,,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,See you Star babies ✨️⭐️🫶🫰,,0,1/12/2026 8:21,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0g9wVyS2EvNq1xc9CCaSHBKN3pvJeafQ87kERTXnexksXAhPvxsF2cW35Zxhf9gUl,0,1,Photos,,,,,Lifetime,273,115,11,11,0,0,13,6,6,1,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,"Cause I don’t wanna let you go, never 🩷

Walang iwanan, Star Babies! Kaya wag niyo rin akong iiwan, subaybayan niyo ako lagi 24/7 sa Color Game live! ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypシ゚","Cause I don’t wanna let you go, never 🩷

Walang iwanan, Star Babies! Kaya wag niyo rin akong iiwan, subaybayan niyo ako lagi 24/7 sa Color Game live! ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #fypシ゚",13,1/12/2026 2:52,N/A,https://www.facebook.com/reel/1246995417490524/,0,0,Videos,,,,,Lifetime,282,162,35,22,8,5,2,,2,,0,1048.316,4.679,0,0,0,,
1.22107E+17,6.15856E+13,JuanKada Star,Neutral 🖤🩶🤍,,0,1/12/2026 0:13,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0SceGBYY4LRgpurhkXjk22rS7dwzrC668s87KUzjZAx8WM8jZpgFhbsc81CVm445al,0,1,Photos,,,,,Lifetime,261,114,14,10,1,3,12,10,2,,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,"With our Direk Dee! 🎬✨ 

Game na naman? Join the COLOR GAME fun live mamaya na yan! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/11/2026 17:00,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02h2s3Qv17bBweUynRHF1oyKYPQq6n1G5LANwFEwET8pUyjB6waAe2H6HkSLpvg5qDl,0,0,Photos,,,,,Lifetime,463,167,24,15,3,6,32,28,4,,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,"Late night hanggang madaling-araw? Game! 🌙✨

Star Babies, sama-sama tayo sa Color Game LIVE from 10PM–6AM!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fypシ゚",,0,1/11/2026 3:35,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid032kWfaVE7KMU2dwa9oSbph7kW513J2DXxsjJiiKDNBJhNPpHgHa2JuYPcf3DvXWEgl,0,0,Photos,,,,,Lifetime,446,174,24,19,1,4,22,14,8,,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,"Cause you know I love the players, and you love the game… 🎶

Pero mas mamahalin mo ang laro dito sa Color Game! Kaya DOWNLOAD THE APP na at abangan ako lagi! ⭐

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #reelsvideoシ #fypシ゚","Cause you know I love the players, and you love the game… 🎶

Pero mas mamahalin mo ang laro dito sa Color Game! Kaya DOWNLOAD THE APP na at abangan ako lagi! ⭐

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies

#nocopyrightinfringementintendedmusicbelongstotherightfulowner #reelsvideoシ #fypシ゚",23,1/11/2026 3:10,mixed,https://www.facebook.com/reel/1263778645576731/,1,0,Videos,,,,,Lifetime,3370,628,393,380,7,6,27,,27,,0,17705.631,8.813,0,0,0,,
1.22107E+17,6.15856E+13,JuanKada Star,"Your swerte starts here. Star Babies! ✨ 

I-ikot ang roleta, piliin ang kulay mo!

Game na? Tara na sa Color Game!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fypシ゚",,0,1/10/2026 22:10,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02bmd1uhA8e1UgUVh7KB5Te1Pz67mfqeTkEc5rT5koEWXLijXvAs7sMhVz1zB1vQnyl,0,0,Photos,,,,,Lifetime,439,208,29,21,2,6,8,2,6,,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,🫶🫰,,0,1/10/2026 13:33,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid037AwJy7hqHeb3UxyoFHdfifhY7SAQUmP6JCLCWpi44quCjDV71tmDNqqRvm5GQNP2l,0,1,Photos,,,,,Lifetime,238,128,13,13,0,0,10,7,3,,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,"⏰ Counting down, Star Babies!

Sama-sama tayo sa Color Game LIVE! 10PM–6AM!

Don't miss the exciting games, exclusive prizes, at ultimate fun! ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fypシ゚",,0,1/10/2026 6:19,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0pYqB3Bob5NcDqkWn23SLqGiLfs67x7Bf7WzhD8dPuNXZX6swi9mQ1WVkD2tERhvWl,0,0,Photos,,,,,Lifetime,581,273,41,25,9,7,21,14,7,,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,"Yes, I’m the baddest alive 💅

Pero mas baddest pa rin ang mga Star Babies ko d’yan! 

Drop a ""⭐️"" if isa ka sa kanila!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Yes, I’m the baddest alive 💅

Pero mas baddest pa rin ang mga Star Babies ko d’yan! 

Drop a ""⭐️"" if isa ka sa kanila!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",11,1/10/2026 3:01,mixed,https://www.facebook.com/reel/1241272821270462/,1,0,Videos,,,,,Lifetime,277,185,23,18,1,4,7,,7,,0,1006.066,4.573,0,0,0,,
1.22107E+17,6.15856E+13,JuanKada Star,"Pag natagpuan, ’wag pakawalan minsan lang makahanap ng isang kakai-babe! ✨

Kaya manood na kayo palagi ng Color Game at abangan n’yo ako doon. ’Wag n’yo na ’ko pakawalan, Star Babies! 💫

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fypシ゚ 

#nocopyrightinfringementintendedmusicbelongstotherightfulowner","Pag natagpuan, ’wag pakawalan minsan lang makahanap ng isang kakai-babe! ✨

Kaya manood na kayo palagi ng Color Game at abangan n’yo ako doon. ’Wag n’yo na ’ko pakawalan, Star Babies! 💫

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fypシ゚ 

#nocopyrightinfringementintendedmusicbelongstotherightfulowner",40,1/9/2026 22:10,mixed,https://www.facebook.com/reel/714805088140405/,1,0,Videos,,,,,Lifetime,459,359,39,27,6,6,12,,12,,0,3888.158,9.529,0,0,0,,
1.22107E+17,6.15856E+13,JuanKada Star,"Solid talaga ang saya at tawanan kapag kasama sina Juankada Shann at Juankada Papa Joe! 

Napatawa rin ba namin kayo sa live kanina? 😆✨ 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #JuankadaShann #JuankadaPapaJoe",,0,1/9/2026 18:12,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid025uDpUmoDukWptx3jQkbSTURpxXFNnSQWod532zU3RU7F7w1AjRjsQGcUU8qMxstKl,0,0,Photos,,,,,Lifetime,358,148,21,12,4,5,18,10,8,,0,,,,,,,
1.22107E+17,6.15856E+13,JuanKada Star,"Star Babies! 🌟

Ready na ba kayo? Mamaya, 10PM–6AM, sumali na at manood sa Color Game LIVE!

Kita-kits! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/9/2026 7:08,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid032EG6YMAYAEA2DiyMh6TPz8T6MBXhwUFHx3fLR8vRjDDD74upBfggSqRHWrGCAowQl,0,0,Photos,,,,,Lifetime,736,317,42,28,8,6,57,42,15,,0,,,,,,,
