Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Negative feedback from users: Hide all,Link Clicks,Negative feedback from users: Hide
1.22119E+17,6.15851E+13,Juankada Charm,"Why is everyone so in love with me? 🤭

Totoo ba talaga, Lucky Charms? 😝

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Why is everyone so in love with me? 🤭

Totoo ba talaga, Lucky Charms? 😝

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/15/2026 1:02,N/A,https://www.facebook.com/reel/1157694239629233/,0,0,Videos,,,,,Lifetime,125,93,3,2,1,0,3,,3,583.883,5.668,0,0,0,,,
1.22119E+17,6.15851E+13,Juankada Charm,"OOTD on a Sunday! 👚

Starting the week right with my Lucky Charms! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/15/2026 5:56,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02JdW5grsS9cukFKy2gSYfAtvNqcUkqJoTUFctQYNi98SpKSzui6AdZhd83AJ9pKPnl&id=61585109026232,0,0,Photos,,,,,Lifetime,161,84,10,7,2,1,6,2,4,,,,,,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Ano yang narinig ko na sinasabi mo daw tungkol sakin na sinabi ng pinagsabihan mo na sabi mo daw sakin??? 🤨😡

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ano yang narinig ko na sinasabi mo daw tungkol sakin na sinabi ng pinagsabihan mo na sabi mo daw sakin??? 🤨😡

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,2/16/2026 2:00,N/A,https://www.facebook.com/reel/934383005919946/,0,0,Videos,,,,,Lifetime,163,120,5,4,1,0,1,,1,591.025,4.546,0,0,0,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Monday is funday!!!

Start the week right with me, Lucky Charms! ✨

Check out today’s OOTD before we go live sa COLOR GAME LIVE! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/16/2026 6:23,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0fHYAXMDFo47dwzpAjNp8J5kuv4B99KRF9bC5ufkJ62ffSUwnk4j9hm66bCrSsKRSl&id=61585109026232,0,0,Photos,,,,,Lifetime,95,53,8,6,1,1,7,5,2,,,,,,,,
1.22119E+17,6.15851E+13,Juankada Charm,"The boys na seryoso sa work pero G na G pa din sa kakulitan ko! 😂🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","The boys na seryoso sa work pero G na G pa din sa kakulitan ko! 😂🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/16/2026 23:00,N/A,https://www.facebook.com/reel/1392603665672718/,0,0,Videos,,,,,Lifetime,69,50,5,4,1,0,1,,1,419.286,7.487,0,0,0,,,
1.22119E+17,6.15851E+13,Juankada Charm,"New dance craze nanaman with the crew! 👫💃

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","New dance craze nanaman with the crew! 👫💃

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",19,2/17/2026 2:00,N/A,https://www.facebook.com/reel/1262846119035924/,0,0,Videos,,,,,Lifetime,140,98,6,6,0,0,4,,4,925.144,8.487,0,0,0,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Bebot na may filter or bebot na natural? 🫣

Paki-sagot naman Lucky Charms! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Bebot na may filter or bebot na natural? 🫣

Paki-sagot naman Lucky Charms! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,2/17/2026 23:00,N/A,https://www.facebook.com/reel/1294386659187106/,0,0,Videos,,,,,Lifetime,53,35,2,1,1,0,3,,3,231.911,6.441,0,0,0,,,
1.2212E+17,6.15851E+13,Juankada Charm,"Malapit na mag-weekend, Lucky Charms! ✨

Pero siyempre, unli-kulitan pa din sa COLOR GAME LIVE! 🤭😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/18/2026 22:29,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid036eVG3rqYa6Gx68WSobA2u9eHVJ8z1TitH4gTvMTCk6n1vRpKy1imUkxNqSntgGSUl&id=61585109026232,0,0,Photos,,,,,Lifetime,126,60,9,7,1,1,6,2,4,,,,,,,,
1.2212E+17,6.15851E+13,Juankada Charm,"Anong Mcdo Mcdo? Di na! 🙅‍♀️

Petsa de Peligro na! 😭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Anong Mcdo Mcdo? Di na! 🙅‍♀️

Petsa de Peligro na! 😭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",22,2/18/2026 23:00,N/A,https://www.facebook.com/reel/1476978537332731/,0,0,Videos,,,,,Lifetime,121,97,5,4,1,0,5,,5,686.714,6.667,0,0,0,,,
1.2212E+17,6.15851E+13,Juankada Charm,"Go! Go! Go! Juan365 Studios!!! 🎊🎉

Cheerleader and atake natin today for our OOTD para sa COLOR GAME LIVE! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/19/2026 20:29,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid05FZkL8NsWvzjKNaXsjjF4W7rnjFdwJzSUYTtoz3YYg8yVs3ibRLfCgfnkUYwgMZrl&id=61585109026232,0,0,Photos,,,,,Lifetime,142,75,8,5,2,1,4,,4,,,,,,,,
1.2212E+17,6.15851E+13,Juankada Charm,"Don't act like you forgot! 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Don't act like you forgot! 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",8,2/19/2026 23:00,N/A,https://www.facebook.com/reel/1604776033996070/,0,0,Videos,,,,,Lifetime,77,33,4,3,1,0,3,,3,251.383,5.13,0,0,0,,,
1.2212E+17,6.15851E+13,Juankada Charm,"Demure ang mukha pero OG, Young Stunna! 😎🤙

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Demure ang mukha pero OG, Young Stunna! 😎🤙

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,2/20/2026 23:00,N/A,https://www.facebook.com/reel/1493160532232521/,0,0,Videos,,,,,Lifetime,72,49,10,9,1,0,7,,7,639.31,12.294,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"Go! Go! Go! Juan365 Studios!!! 🎊🎉

Cheerleader and atake natin today for our OOTD para sa COLOR GAME LIVE! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/21/2026 6:15,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02fRQAciesCtw7E4kJq11sTveqvD822vJ6efZaZqfVR2jmd3zMaM3mg7pnPpe1FZbPl&id=61585109026232,0,0,Photos,,,,,Lifetime,156,87,13,10,2,1,6,3,3,,,,,,,,
1.22121E+17,6.15851E+13,Juankada Charm,"BINABAWI KO NA! 🙄

K lang naman diba Lucky Charms? 🥺

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","BINABAWI KO NA! 🙄

K lang naman diba Lucky Charms? 🥺

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",8,2/22/2026 0:00,N/A,https://www.facebook.com/reel/1497325428729661/,0,0,Videos,,,,,Lifetime,89,55,7,5,2,0,3,,3,284.831,4.594,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"Kahit Young Stunna ako, been loving you since DAY 1! 💖🙌

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Kahit Young Stunna ako, been loving you since DAY 1! 💖🙌

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/22/2026 3:00,N/A,https://www.facebook.com/reel/2041391256422059/,0,0,Videos,,,,,Lifetime,95,84,10,8,2,0,3,,3,384.465,4.47,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"Magpaparinig lang po sa isa diyan 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Magpaparinig lang po sa isa diyan 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/22/2026 22:05,N/A,https://www.facebook.com/reel/1284744370200688/,0,0,Videos,,,,,Lifetime,107,88,9,8,1,0,3,,3,479.283,5.385,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"Uy! Take me on a date! 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Uy! Take me on a date! 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/23/2026 22:00,N/A,https://www.facebook.com/reel/1454480903022814/,0,0,Videos,,,,,Lifetime,41,31,9,8,1,0,3,,3,208.336,5.952,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"Wala na nga eh... 😔

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Wala na nga eh... 😔

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/24/2026 3:00,N/A,https://www.facebook.com/reel/1659123845261543/,0,0,Videos,,,,,Lifetime,46,33,7,5,2,0,6,,6,189.825,5.272,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"I wanna try something new... with you? 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","I wanna try something new... with you? 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/24/2026 22:00,N/A,https://www.facebook.com/reel/1681647796612315/,0,0,Videos,,,,,Lifetime,41,30,4,3,1,0,3,,3,174.73,5.636,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"Hindi man tinatamaan sa alak pero malakas talaga tama ko... pagdating sayo! 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hindi man tinatamaan sa alak pero malakas talaga tama ko... pagdating sayo! 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/25/2026 2:00,N/A,https://www.facebook.com/reel/1282994697076122/,0,0,Videos,,,,,Lifetime,36,20,5,4,1,0,1,,1,251.758,9.324,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"PSA lang Lucky Charms ha! 🫣

Ganyan ang gusto ko sana... 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","PSA lang Lucky Charms ha! 🫣

Ganyan ang gusto ko sana... 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/25/2026 22:00,N/A,https://www.facebook.com/reel/3403021556547281/,0,0,Videos,,,,,Lifetime,25,16,0,0,0,0,0,,,93.847,4.08,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"Go! Go! Go! Juan365 Studio demure today for our OOTD para sa COLOR GAME LIVE! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/25/2026 22:44,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02oj1vnV2yKBxUdJ6CouzgmJ5yzqHfKfD4apui9g8t6hrKR17WaxeowSgPH2BWpum2l&id=61585109026232,0,0,Photos,,,,,Lifetime,107,67,8,6,1,1,4,1,3,,,,,,,,
1.22121E+17,6.15851E+13,Juankada Charm,"Bakit ba? 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Bakit ba? 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/26/2026 22:00,N/A,https://www.facebook.com/reel/2025247451373859/,0,0,Videos,,,,,Lifetime,24,18,2,1,1,0,3,,3,100.753,4.797,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"Bakit ba? 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Bakit ba? 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/26/2026 22:00,N/A,https://www.facebook.com/reel/25721190664240267/,0,0,Videos,,,,,Lifetime,44,28,5,4,1,0,2,,2,187.23,5.349,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"Ang aking 3 kahilingan ay... 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ang aking 3 kahilingan ay... 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",9,2/27/2026 22:00,N/A,https://www.facebook.com/reel/779708908523049/,0,0,Videos,,,,,Lifetime,27,21,2,2,0,0,0,,,77.799,3.382,0,0,0,,,
1.22121E+17,6.15851E+13,Juankada Charm,"Hire niyo na ko bilang drummer! 🥁

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hire niyo na ko bilang drummer! 🥁

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/28/2026 2:00,N/A,https://www.facebook.com/reel/928784682866250/,0,0,Videos,,,,,Lifetime,24,17,1,1,0,0,1,,1,106.229,5.058,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"Yan ang very useful advice na galing sainyong Lucky Charm! 😂✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Yan ang very useful advice na galing sainyong Lucky Charm! 😂✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,2/28/2026 22:00,N/A,https://www.facebook.com/reel/4562170200677940/,0,0,Videos,,,,,Lifetime,38,30,4,3,1,0,1,,1,175.398,5.846,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"Just call me whenever you're lonely! 😜😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Just call me whenever you're lonely! 😜😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,3/1/2026 22:00,N/A,https://www.facebook.com/reel/911906291575486/,0,0,Videos,,,,,Lifetime,28,24,2,2,0,0,0,,,109.098,4.196,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"You heard my name? 🤨🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","You heard my name? 🤨🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",13,3/2/2026 1:30,N/A,https://www.facebook.com/reel/1452246519816428/,0,0,Videos,,,,,Lifetime,42,33,3,3,0,0,0,,,160.654,5.02,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"🎺💃🎺💃🎺

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","🎺💃🎺💃🎺

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,3/2/2026 21:30,N/A,https://www.facebook.com/reel/2179765466196655/,0,0,Videos,,,,,Lifetime,28,22,2,1,1,0,1,,1,145.77,6.073,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"Sumasagi ka palagi sa utak! 🧠🏃‍♀️

Kung alam mong ikaw 'to, shoutout sayo!!!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Sumasagi ka palagi sa utak! 🧠🏃‍♀️

Kung alam mong ikaw 'to, shoutout sayo!!!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,3/3/2026 1:30,N/A,https://www.facebook.com/reel/1304980124449001/,0,0,Videos,,,,,Lifetime,39,29,2,2,0,0,2,,2,129.172,4.454,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,Juankada Charm updated their profile picture.,,0,3/3/2026 23:28,N/A,https://www.facebook.com/photo.php?fbid=122122265661170300&set=a.122102997399170300&type=3,0,0,Photos,,,,,Lifetime,81,43,7,7,0,0,0,,,,,,,,,,
1.22122E+17,6.15851E+13,Juankada Charm,Juankada Charm updated their cover photo.,,0,3/3/2026 23:28,N/A,https://www.facebook.com/photo.php?fbid=122122265715170300&set=a.122103022167170300&type=3,0,0,Photos,,,,,Lifetime,0,0,2,2,0,0,0,,,,,,,,,,
1.22122E+17,6.15851E+13,Juankada Charm,"Can somebody explain to me? 😅🥹

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Can somebody explain to me? 😅🥹

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,3/5/2026 23:30,mixed,https://www.facebook.com/reel/2315949752245759/,0,0,Videos,,,,,Lifetime,31,23,1,1,0,0,0,,,125.221,4.472,0,0,0,,,
1.22122E+17,6.15851E+13,Juankada Charm,"Solo. I'm riding SOLO... NANAMAN! 🙄😩

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Solo. I'm riding SOLO... NANAMAN! 🙄😩

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,3/6/2026 23:30,N/A,https://www.facebook.com/reel/1668851314105059/,0,0,Videos,,,,,Lifetime,49,30,5,5,0,0,1,,1,228.638,6.724,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,"HINDI NAMAN YAN ANG GUSTO KO!!! 😠😤

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","HINDI NAMAN YAN ANG GUSTO KO!!! 😠😤

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,3/8/2026 23:00,mixed,https://www.facebook.com/reel/2000111570604165/,0,0,Videos,,,,,Lifetime,35,21,3,2,1,0,2,,2,170.301,7.095,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,OOTD check #Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms,,0,3/9/2026 10:15,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02wbQVXS58yKuiDeKYsgLT4fnQRKjZSGUJ497QfnRkMMDUYRbdhPkWoge4mJoYVa5jl&id=61585109026232,0,0,Photos,,,,,Lifetime,85,45,11,8,2,1,2,,2,,,,,,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Cause I'm all about him... 😘

Uy sino kaya yan? 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Cause I'm all about him... 😘

Uy sino kaya yan? 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,3/9/2026 23:00,N/A,https://www.facebook.com/reel/944048348314634/,0,0,Videos,,,,,Lifetime,22,17,3,3,0,0,1,,1,92.506,5.139,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Pinaikot, nilaro, pinaalis... PERO DI KA PA RIN MATIIS! 😭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Pinaikot, nilaro, pinaalis... PERO DI KA PA RIN MATIIS! 😭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,3/10/2026 4:01,N/A,https://www.facebook.com/reel/1528826811544624/,0,0,Videos,,,,,Lifetime,53,27,4,4,0,0,1,,1,281.095,6.855,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Ilang beses ko na nasabi sa sarili ko yan eh 🥲😝

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ilang beses ko na nasabi sa sarili ko yan eh 🥲😝

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,3/10/2026 23:00,N/A,https://www.facebook.com/reel/1360476886120046/,0,0,Videos,,,,,Lifetime,21,16,2,2,0,0,1,,1,85.236,4.735,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Samsara walk muna tayo Lucky Charms! ✨💖

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Samsara walk muna tayo Lucky Charms! ✨💖

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,3/11/2026 4:00,N/A,https://www.facebook.com/reel/2008582129872743/,0,0,Videos,,,,,Lifetime,36,24,2,2,0,0,3,,3,278.331,10.705,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Likod ko po! 😂

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Likod ko po! 😂

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",8,3/11/2026 23:00,mixed,https://www.facebook.com/reel/1500092658320169/,0,0,Videos,,,,,Lifetime,37,17,3,2,1,0,4,,4,139.708,5.821,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Black🖤

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,3/12/2026 10:08,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02TtGcAyPj5tTPBnQnh9561pZpMHL7Ly7FEsZPnSEfUvXDYpPYz9h8Zr2fRjtcXEK2l&id=61585109026232,0,0,Photos,,,,,Lifetime,66,41,5,4,0,1,2,1,1,,,,,,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Oo nga pala... 😭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Oo nga pala... 😭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,3/12/2026 23:00,N/A,https://www.facebook.com/reel/2029572924282048/,0,0,Videos,,,,,Lifetime,11,8,1,1,0,0,0,,,29.263,2.66,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Angas🤪 ootd

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,3/13/2026 9:54,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02YtfD3sETcr1DMJPcciAUYfiYNNZZ7LKYgXUK1388ENjrRr1BMy1A5f7J6Kaa45hZl&id=61585109026232,0,0,Photos,,,,,Lifetime,178,86,14,10,3,1,13,2,11,,,,,,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Why so obsessed with me? 🤨 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Why so obsessed with me? 🤨 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",13,3/13/2026 23:00,N/A,https://www.facebook.com/reel/1641211330221452/,0,0,Videos,,,,,Lifetime,25,12,2,2,0,0,0,,,127.466,7.081,0,0,0,,,
1.22123E+17,6.15851E+13,Juankada Charm,"Felt pretty; Won't delete later!😜 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Felt pretty; Won't delete later!😜 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,3/14/2026 4:01,N/A,https://www.facebook.com/reel/26262526426739193/,0,0,Videos,,,,,Lifetime,13,11,0,0,0,0,0,,,38.509,2.962,0,0,0,,,
1.22115E+17,6.15851E+13,Juankada Charm,"Basahin niyo yung POV, Lucky Charms!!! ✨

Be better everyday! 💖

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Basahin niyo yung POV, Lucky Charms!!! ✨

Be better everyday! 💖

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,1/31/2026 2:00,N/A,https://www.facebook.com/reel/881312228162226/,0,0,Videos,,,,,Lifetime,334,277,8,7,1,0,3,,3,1995.123,7.389,0,0,0,,,
1.22118E+17,6.15857E+13,Juankada Ellise,"Ishoot mo, ishoot mo na ang ball!!! 

#Juan365 #JuankadaEllise #Juankada #fypviralシ",,0,3/14/2026 6:38,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02FfPQPTQd3GJKSxV7HgechQsz1DPF52UbG8MMD3qrFACJzZMo1558EBSpff1Maw5Ql&id=61585679673115,0,0,Photos,,,,,Lifetime,71,35,2,1,1,0,9,3,6,,,,,,,,
1.22118E+17,6.15857E+13,Juankada Ellise,"Lahat lahat sayo na😚✨

#JuankadaEllise #Juan365Studios #fyp #reels","Lahat lahat sayo na😚✨

#JuankadaEllise #Juan365Studios #fyp #reels",12,3/14/2026 3:24,N/A,https://www.facebook.com/reel/2255710974960108/,0,0,Videos,,,,,Lifetime,32,19,4,3,1,0,5,,5,177.42,9.337,0,0,0,,,
1.22118E+17,6.15857E+13,Juankada Ellise,"Sakit na ng likod ko tapos wala pang pera😔🥹

#JuankadaEllise #Juan365Studios #fyp #reels","Sakit na ng likod ko tapos wala pang pera😔🥹

#JuankadaEllise #Juan365Studios #fyp #reels",12,3/13/2026 23:16,N/A,https://www.facebook.com/reel/933332249089038/,0,0,Videos,,,,,Lifetime,35,19,5,3,2,0,6,,6,176.141,8.807,0,0,0,,,
