Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Negative feedback from users: Hide all,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Matched Audience Targeting Consumption (Video Click)
1.22112E+17,6.15842E+13,Juankada Papa Joe,"Do you remember?🥺💞 Let's bring it back on friday!⏳

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral","Do you remember?🥺💞 Let's bring it back on friday!⏳

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral",20,1/14/2026 0:00,uploaded,https://www.facebook.com/reel/1773060183357219/,0,0,Videos,,,,,Lifetime,2053,141,12,9,1,2,5,5,,,,1553.042,2.86,0,0,0,
1.22113E+17,6.15842E+13,Juankada Papa Joe,"Bagay ba sakin? O mas bagay tayo?👀

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral","Bagay ba sakin? O mas bagay tayo?👀

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral",21,1/14/2026 3:00,N/A,https://www.facebook.com/reel/1573285306943534/,1,0,Videos,,,,,Lifetime,2350,139,38,29,6,3,10,10,,,,2227.805,3.29,0,0,0,
1.22113E+17,6.15842E+13,Juankada Papa Joe,"Rest day hits different , night coffee stroll with good company 😊 City Lights, Street Vibes while unting ulan 😁🌬️⚡️🏍️

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/15/2026 3:36,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid023aM2QmnFrcnNMpbA7d5doyMBsTjEKU5udUSwK4asnSh5VrGhePXcMoiQFchzFhhtl&id=61584233476725,0,0,Photos,,,,,Lifetime,525,196,50,31,16,3,40,26,14,,,,,,,,
1.22113E+17,6.15842E+13,Juankada Papa Joe,"OTW na ko pa studio Joekada see you 2pm tomorrow! Byahe na ko ngayon galing pa ko mindanao . miss ko na kayo! 😁🏍️🌬️ 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","OTW na ko pa studio Joekada see you 2pm tomorrow! Byahe na ko ngayon galing pa ko mindanao . miss ko na kayo! 😁🏍️🌬️ 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",22,1/15/2026 3:45,N/A,https://www.facebook.com/reel/1188937790056089/,0,0,Videos,,,,,Lifetime,2938,125,52,27,17,8,16,16,,,,1934.483,2.724,0,0,0,
1.22113E+17,6.15842E+13,Juankada Papa Joe,"Play Smart , have fun while winning your bets 🎰

See you again tomorrow 2pm - 10pm Joekadaaaas😊 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral","Play Smart , have fun while winning your bets 🎰

See you again tomorrow 2pm - 10pm Joekadaaaas😊 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral",31,1/16/2026 9:11,N/A,https://www.facebook.com/reel/1170779511882007/,0,0,Videos,,,,,Lifetime,4738,97,28,16,6,6,11,11,,,,7431.671,2.939,0,0,0,
1.22113E+17,6.15842E+13,Juankada Papa Joe,"Mag Go Crazy ka talaga pag na hit mo jackpot sa Color Game!🤪

Ano ang lucky color mo today? 

Comment down below!👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral","Mag Go Crazy ka talaga pag na hit mo jackpot sa Color Game!🤪

Ano ang lucky color mo today? 

Comment down below!👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral",30,1/17/2026 21:53,N/A,https://www.facebook.com/reel/1191942912643846/,0,0,Videos,,,,,Lifetime,5683,81,15,13,1,1,5,5,,,,18538.618,3.308,0,0,0,
1.22113E+17,6.15842E+13,Juankada Papa Joe,"Success doesn’t need noise It speaks through consistency and confidence. 🖤

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/18/2026 8:46,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02uBVAQ4GokX3WuaRPRSfXbuw7HU8TLXMVNf7ubW7LEPWGz7pxe2zieLR8nxDYhy66l&id=61584233476725,0,0,Photos,,,,,Lifetime,406,175,22,15,5,2,10,7,3,,,,,,,,
1.22113E+17,6.15842E+13,Juankada Papa Joe,"My favorite colors 🖤🤍🩶

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","My favorite colors 🖤🤍🩶

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",10,1/19/2026 5:19,N/A,https://www.facebook.com/reel/1349264770306308/,0,0,Videos,,,,,Lifetime,2060,82,16,14,1,1,2,2,,,,6502.211,3.241,0,0,0,
1.22114E+17,6.15842E+13,Juankada Papa Joe,"Goodmorning Joekadas 🥰😎 Happy Weekdays! Tara na’t humakot ng biyaya sa Color G Live 🎲 

Team morning shift 6am till 2pm niyo kaming makakasama 😊 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/19/2026 14:36,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02KNjBXMm9oZiDX3WPHtGYY1bjHUMDS1SRiQx7Qrm7JTtjVQzArKaT81VyZqCN1KiHl&id=61584233476725,0,0,Photos,,,,,Lifetime,1795,645,67,55,6,6,81,46,35,,,,,,,,
1.22114E+17,6.15842E+13,Juankada Papa Joe,"Here's your PAPA Joe na PAPAnalo sainyo🖤😁

See you tomorrow Joekada! Abangan nyo ulit kami LIVE 6am - 2pm 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","Here's your PAPA Joe na PAPAnalo sainyo🖤😁

See you tomorrow Joekada! Abangan nyo ulit kami LIVE 6am - 2pm 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",40,1/20/2026 3:30,N/A,https://www.facebook.com/reel/935420885477859/,0,0,Videos,,,,,Lifetime,1222,94,8,8,0,0,2,2,,,,4060.452,3.397,0,0,0,
1.22114E+17,6.15842E+13,Juankada Papa Joe,🎲  💙🤎,,0,1/20/2026 4:41,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0UNeKR8YFv6gBM589tH1dfdkq7cJR4aCqJCDSNaJzD7GxWrWhQoY8A1oi9cfUPXESl&id=61584233476725,0,1,Photos,,,,,Lifetime,194,72,19,13,6,0,4,4,,,,,,,,,
1.22114E+17,6.15842E+13,Juankada Papa Joe,"Be ready sa ma𝐏𝐀𝐏𝐀nood nyo every morning dito lang yan sa Juan365 Color Game💙💛❤️

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral","Be ready sa ma𝐏𝐀𝐏𝐀nood nyo every morning dito lang yan sa Juan365 Color Game💙💛❤️

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral",20,1/20/2026 22:03,N/A,https://www.facebook.com/reel/747056224686044/,0,0,Videos,,,,,Lifetime,3278,153,49,32,10,7,11,11,,,,10951.047,3.485,0,0,0,
1.22114E+17,6.15842E+13,Juankada Papa Joe,"CRAZY PEEPZ 🤪

Kung trip niyo ng ganito kakulit, visit our website Juan365 at laruin ang Color Game ✨

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #juankadageoff #juankadasabbie #juankadashann #JuankadaHosts #Juan365 #fbreelsfypシ゚","CRAZY PEEPZ 🤪

Kung trip niyo ng ganito kakulit, visit our website Juan365 at laruin ang Color Game ✨

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #juankadageoff #juankadasabbie #juankadashann #JuankadaHosts #Juan365 #fbreelsfypシ゚",14,1/20/2026 22:40,N/A,https://www.facebook.com/reel/763098809582948/,0,0,Videos,,,,,Lifetime,2943,155,40,29,9,2,11,11,,,,10218.851,3.698,0,0,0,
1.22114E+17,6.15842E+13,Juankada Papa Joe,"Director's chair, clapperboard ready 📹 What's next scene? 👉🏻👉🏻👉🏻 Colorrrr Game Liveeee 🎲 

Here's your PAPA Joe na PAPAnalo sainyo 🫰🏻

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/23/2026 4:43,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02repMHsfUxGLqznwjGmeRqJHsFQJVWofHi5jq6W9ggJaWPuoZLpNHX94vZvwzx4gvl&id=61584233476725,0,0,Photos,,,,,Lifetime,282,131,124,121,1,2,3,1,2,,,,,,,,
1.22114E+17,6.15842E+13,Juankada Papa Joe,"Makulay ang buhay ko everytime nakakasama ko kayo sa Color Game Live 🥰 🎲 🎰🫶🏻

Thank youuu sa warm support and love niyo samin mga Juankadahost 😊🫶🏻
#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","Makulay ang buhay ko everytime nakakasama ko kayo sa Color Game Live 🥰 🎲 🎰🫶🏻

Thank youuu sa warm support and love niyo samin mga Juankadahost 😊🫶🏻
#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",18,1/23/2026 4:50,N/A,https://www.facebook.com/reel/1107272424763066/,0,0,Videos,,,,,Lifetime,1881,107,20,18,1,1,4,4,,,,6032.251,3.308,0,0,0,
1.22114E+17,6.15842E+13,Juankada Papa Joe,"Nakasama ba kayo sa pa Elias ni Papa Joe? 😁 well kung hindi , See you tomorrow Joekada! Abangan nyo ulit kami LIVE 2pm - 10pm 🎲 😊

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","Nakasama ba kayo sa pa Elias ni Papa Joe? 😁 well kung hindi , See you tomorrow Joekada! Abangan nyo ulit kami LIVE 2pm - 10pm 🎲 😊

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",22,1/24/2026 5:51,N/A,https://www.facebook.com/reel/908154511562540/,0,0,Videos,,,,,Lifetime,1284,221,13,13,0,0,4,4,,,,4637.615,3.782,0,0,0,
1.22114E+17,6.15842E+13,Juankada Papa Joe,"Zup napasayaw kadng ganto nuon? Amininnn 😁😎 kaya malamang napa perya kana din nuon kaya tara See you tomorrow Color Game tayo Joekada! LIVE tayo 2pm - 10pm 🎲 😊

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","Zup napasayaw kadng ganto nuon? Amininnn 😁😎 kaya malamang napa perya kana din nuon kaya tara See you tomorrow Color Game tayo Joekada! LIVE tayo 2pm - 10pm 🎲 😊

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",16,1/25/2026 5:35,N/A,https://www.facebook.com/reel/1909648566608108/,0,0,Videos,,,,,Lifetime,1621,280,16,14,1,1,3,3,,,,6153.425,3.957,0,0,0,
1.22115E+17,6.15842E+13,Juankada Papa Joe,"See you on friday sa Color Game Joekada! LIVE tayo 2pm - 10pm 🎲 😊

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/28/2026 4:02,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0WnYPMWiTKQE9tRaHXVehdJ2YZR3oWuWJELi9Z9rY1CM87YuFzWdjhouist1jS1VKl&id=61584233476725,0,1,Photos,,,,,Lifetime,208,65,3,3,0,0,4,,4,,,,,,,,
1.22115E+17,6.15842E+13,Juankada Papa Joe,"Its good to be back Juankadassss 🥰 see you again tomorrow Color Game tayo Joekada! LIVE tayo 2pm - 10pm 🎲 😊

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/30/2026 6:01,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02Qausk97Yc3Zz4hQay7UoVjYZZGyBjUFKU87VaQSLwFNHWmGaJiysvaTg8WV7gZUkl&id=61584233476725,0,0,Photos,,,,,Lifetime,331,102,10,5,4,1,11,8,3,,,,,,,,
1.22115E+17,6.15842E+13,Juankada Papa Joe,,,0,1/31/2026 4:42,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0DEvTpHjacCeo9zgiBBYeArKkbJzx4FPdiMrFhUkknM5qArTwiLKACyhW4xhBe6b4l&id=61584233476725,0,1,Photos,,,,,Lifetime,223,76,4,4,0,0,10,4,6,,,,,,,,
1.22115E+17,6.15842E+13,Juankada Papa Joe,"SayaJuan as always tayo mga Joekada 😊 💃 🕺🏻 makisaya at makisayaw everyday , kaya tutok na sa Juan365 😊💙🧡 🎲 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","SayaJuan as always tayo mga Joekada 😊 💃 🕺🏻 makisaya at makisayaw everyday , kaya tutok na sa Juan365 😊💙🧡 🎲 

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",43,1/31/2026 4:44,N/A,https://www.facebook.com/reel/1589109185875957/,0,0,Videos,,,,,Lifetime,1167,227,20,15,4,1,10,10,,,,4849.466,4.31,0,0,0,
1.22115E+17,6.15842E+13,Juankada Papa Joe,"Kami ang kasama niyo ngayong hapon na ito ! 🥰 tutok na sa Juan365 2-10pm niyo kaming makakasama 😊💙🧡 🎲 

See you Joekadaaaaas 😎🫡

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,1/31/2026 22:12,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02EEoXEUqyDKGpSGCXxJZFCjTw1poiinNcs91qFiMLE6ntJWYyqt7UEQ38n2dk715Nl&id=61584233476725,0,0,Photos,,,,,Lifetime,633,226,13,9,1,3,20,8,12,,,,,,,,
1.22115E+17,6.15842E+13,Juankada Papa Joe,Juankada Papa Joe updated their cover photo.,,0,2/1/2026 6:37,N/A,https://www.facebook.com/photo.php?fbid=122115302949141115&set=a.122102925279141115&type=3,0,0,Photos,,,,,Lifetime,0,0,7,6,1,0,0,,,,,,,,,,
1.22115E+17,6.15842E+13,Juankada Papa Joe,Yo! It’s Papa Joe! 🔥 If you heard the name… you already know the game.,,0,2/1/2026 6:41,N/A,https://www.facebook.com/photo.php?fbid=122115303471141115&set=a.122102888301141115&type=3,0,0,Photos,,,,,Lifetime,961,417,44,31,10,3,18,17,1,,,,,,,,
1.22115E+17,6.15842E+13,Juankada Papa Joe,"Nakikita niyo ba kong sayaw ng sayaw sa LIVE? aba maki sabay kana, mahirap pag di tayo gumalaw galaw 😁😊💙🧡 🎲 

See you on Wednesday Night Joekadassss 10pm - 6am 🫶🏻 

See you Joekadaaaaas 😎🫡

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","Nakikita niyo ba kong sayaw ng sayaw sa LIVE? aba maki sabay kana, mahirap pag di tayo gumalaw galaw 😁😊💙🧡 🎲 

See you on Wednesday Night Joekadassss 10pm - 6am 🫶🏻 

See you Joekadaaaaas 😎🫡

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",22,2/2/2026 0:34,N/A,https://www.facebook.com/reel/1823431491785832/,0,0,Videos,,,,,Lifetime,10368,206,24,21,1,2,8,8,,,,34312.482,3.352,0,0,0,
1.2211E+17,6.15842E+13,Juankada Papa Joe,"1st day of work this Year , morning shift na tayo ☺️  Letsjoeee Go na Go with Papa Joe 🎉🎊🥳  #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","1st day of work this Year , morning shift na tayo ☺️  Letsjoeee Go na Go with Papa Joe 🎉🎊🥳  #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",40,1/1/2026 13:58,N/A,https://www.facebook.com/reel/769695359477307/,0,0,Videos,,,,,Lifetime,801,307,48,35,8,5,7,7,,,,4501.253,6.571,0,0,0,
1.22112E+17,6.15844E+13,Juankada Sabbie,"Hello, Sabbies!

Here’s our little recap for 2025 🥳
We hope for more moments like this with you, Sabbies! Don’t forget to follow and share us so we can grow even more next year.

Happy New Year! Same love, same good vibes in all our LIVE sessions in 2026 🎉✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#Followme #trending #fyp #reels","Hello, Sabbies!

Here’s our little recap for 2025 🥳
We hope for more moments like this with you, Sabbies! Don’t forget to follow and share us so we can grow even more next year.

Happy New Year! Same love, same good vibes in all our LIVE sessions in 2026 🎉✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#Followme #trending #fyp #reels",49,12/31/2025 2:08,N/A,https://www.facebook.com/reel/704163429219020/,0,0,Videos,,,,,Lifetime,1565,1368,19,18,1,0,12,12,,,,8085.201,5.657,0,0,0,
1.22118E+17,6.15844E+13,Juankada Sabbie,"Baddie Sabbie 😎♥

#JuankadaSabbie #Sabbies #LuckySabbie #followforfollowback #ootd",,0,2/3/2026 23:02,N/A,https://www.facebook.com/JuankadaSabbie/posts/pfbid09way9DSS79rmAso1q8EJJ4YyXnVv4M3QtKqKW3R6GXvybMWWxQ92bGXUYzxW9eqYl,0,0,Photos,,,,,Lifetime,519,205,28,25,2,1,51,9,42,,,,,,,,
1.22118E+17,6.15844E+13,Juankada Sabbie,"Baka kaya hindi tayo pinaglalaban, kasi muka tayong kalaban! Hirap beh 😖

#JuankadaSabbie #Sabbies #LuckySabbie  #followersreelsfypシ゚viralシfypシ゚viralシalシ","Baka kaya hindi tayo pinaglalaban, kasi muka tayong kalaban! Hirap beh 😖

#JuankadaSabbie #Sabbies #LuckySabbie  #followersreelsfypシ゚viralシfypシ゚viralシalシ",6,2/3/2026 18:01,N/A,https://www.facebook.com/reel/2417439142012322/,1,0,Videos,,,,,Lifetime,307,99,11,9,1,1,12,12,,,,1165.458,7.667,0,0,0,
1.22118E+17,6.15844E+13,Juankada Sabbie,"Goodnight Sabbies, dream of me 😘

#JuankadaSabbie #Sabbies #LuckySabbie #followersreelsfypシ゚viralシfypシ゚viralシalシ",,0,2/3/2026 6:00,N/A,https://www.facebook.com/JuankadaSabbie/posts/pfbid037UJRQ74u4VxiNVqVbhHnh4SdecPmuwQwL8ZUK1BJGeCCVfCbHGWoJQeVXD4t3tpYl,0,0,Photos,,,,,Lifetime,658,251,32,27,4,1,51,27,24,,,,,,,,
1.22118E+17,6.15844E+13,Juankada Sabbie,"Bawal ngani kasi mapagod!
Gabi na naman, relapse na naman 🥲

#JuankadaSabbie #Sabbies #LuckySabbie #foryoupagereels #followforfollowback","Bawal ngani kasi mapagod!
Gabi na naman, relapse na naman 🥲

#JuankadaSabbie #Sabbies #LuckySabbie #foryoupagereels #followforfollowback",16,2/3/2026 3:00,N/A,https://www.facebook.com/reel/2136225013794626/,1,0,Videos,,,,,Lifetime,746,273,42,37,4,1,61,61,,,,5180.725,9.962,0,0,0,
1.22118E+17,6.15844E+13,Juankada Sabbie,"Sana all namimis 😩
 
#JuankadaSabbie #Sabbies #LuckySabbie #reelschallengereelschallenge #foryoupagereels","Sana all namimis 😩
 
#JuankadaSabbie #Sabbies #LuckySabbie #reelschallengereelschallenge #foryoupagereels",6,2/3/2026 0:05,N/A,https://www.facebook.com/reel/1191760276452387/,0,0,Videos,,,,,Lifetime,1228,543,36,22,11,3,47,47,,,,4357.801,6.27,0,0,0,
1.22118E+17,6.15844E+13,Juankada Sabbie,"Eto na entry ng bebot nyo, wag na mag pm! Chariz 😂

#JuankadaSabbie #Sabbies #LuckySabbie #foryoupagereels #trendingreelsvideo #bebot","Eto na entry ng bebot nyo, wag na mag pm! Chariz 😂

#JuankadaSabbie #Sabbies #LuckySabbie #foryoupagereels #trendingreelsvideo #bebot",15,2/2/2026 5:02,N/A,https://www.facebook.com/reel/1562200971730536/,0,0,Videos,,,,,Lifetime,662,499,28,24,3,1,20,20,,,,3910.042,7.161,0,0,0,
1.22118E+17,6.15844E+13,Juankada Sabbie,"Nandito lang ako, waitings sa tawag mo 😉

 #JuankadaSabbie #Sabbies #LuckySabbie #foryoupagereels #followersreelsfypシ゚viralシfypシ゚viralシalシ","Nandito lang ako, waitings sa tawag mo 😉

 #JuankadaSabbie #Sabbies #LuckySabbie #foryoupagereels #followersreelsfypシ゚viralシfypシ゚viralシalシ",7,2/2/2026 2:18,N/A,https://www.facebook.com/reel/1506955883736936/,0,0,Videos,,,,,Lifetime,1150,730,37,31,6,0,26,26,,,,4180.407,5.387,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"Anong point??? Powerpoint!

#JuankadaSabbie #Sabbies #LuckySabbie #foryourpage #foryoupagereels #followersreelsfypシ゚viralシfypシ゚viralシalシ","Anong point??? Powerpoint!

#JuankadaSabbie #Sabbies #LuckySabbie #foryourpage #foryoupagereels #followersreelsfypシ゚viralシfypシ゚viralシalシ",11,2/1/2026 19:56,N/A,https://www.facebook.com/reel/1163763305836417/,0,0,Videos,,,,,Lifetime,1741,1141,32,24,4,4,61,61,,,,10024.994,8.045,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"i'll use my... Ay hindi tayo gaganyan 😜
Hello February! 🥰

#JuankadaSabbie #Sabbies #luckysabbie  #foryourpage #reels #followme","i'll use my... Ay hindi tayo gaganyan 😜
Hello February! 🥰

#JuankadaSabbie #Sabbies #luckysabbie  #foryourpage #reels #followme",16,2/1/2026 1:18,N/A,https://www.facebook.com/reel/1387753753096433/,0,0,Videos,,,,,Lifetime,560,414,23,20,3,0,16,16,,,,2334.57,5.211,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,Juankada Sabbie updated their cover photo.,,0,1/31/2026 18:46,N/A,https://www.facebook.com/photo.php?fbid=122117330301145396&set=a.122094606033145396&type=3,0,0,Photos,,,,,Lifetime,3,2,12,10,1,1,0,,,,,,,,,,
1.22117E+17,6.15844E+13,Juankada Sabbie,Hello Feb-ibig 💗,,0,1/31/2026 18:45,N/A,https://www.facebook.com/photo.php?fbid=122117330133145396&set=a.122094562035145396&type=3,0,0,Photos,,,,,Lifetime,1569,617,90,75,13,2,74,57,17,,,,,,,,
1.22117E+17,6.15844E+13,Juankada Sabbie,"3am na, relapse na? ☹️ 
Balik tayo self love Sabbies🤣

#JuankadaSabbie #LuckySabbie #Sabbie","3am na, relapse na? ☹️ 
Balik tayo self love Sabbies🤣

#JuankadaSabbie #LuckySabbie #Sabbie",22,1/31/2026 11:09,N/A,https://www.facebook.com/reel/920681117282419/,0,0,Videos,,,,,Lifetime,613,402,41,29,12,0,22,22,,,,5213.104,11.457,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"A diva is a female version of a hustler, and this is what she looks like 😌✨

#JuankadaSabbie #LuckySabbie #Sabbie","A diva is a female version of a hustler, and this is what she looks like 😌✨

#JuankadaSabbie #LuckySabbie #Sabbie",18,1/31/2026 1:14,N/A,https://www.facebook.com/reel/897672896554563/,0,0,Videos,,,,,Lifetime,1407,575,60,55,4,1,97,97,,,,9907.257,9.131,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"I’m dancing just as good as I look, right? Agree ba kayo, Sabbies? 😌✨

#JuankadaSabbie","I’m dancing just as good as I look, right? Agree ba kayo, Sabbies? 😌✨

#JuankadaSabbie",25,1/30/2026 3:56,N/A,https://www.facebook.com/reel/725825180407741/,0,0,Videos,,,,,Lifetime,408,287,28,23,5,0,22,22,,,,2958.385,9.074,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"This is how we do it 😎

 #JuankadaSabbie #foryourpage #FollowMe #reels #fy #Juan365","This is how we do it 😎

 #JuankadaSabbie #foryourpage #FollowMe #reels #fy #Juan365",30,1/29/2026 7:01,N/A,https://www.facebook.com/reel/2531772163884492/,0,0,Videos,,,,,Lifetime,288,178,22,20,2,0,11,11,,,,2785.625,13.202,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"Vibe with me? 🫣

#JuankadaSabbie  #foryourpage #FollowMe #reels #fy #Juan365 #Juan365ColorGame","Vibe with me? 🫣

#JuankadaSabbie  #foryourpage #FollowMe #reels #fy #Juan365 #Juan365ColorGame",11,1/28/2026 16:10,N/A,https://www.facebook.com/reel/1288018509817603/,0,0,Videos,,,,,Lifetime,333,161,28,25,3,0,16,16,,,,2058.095,9.894,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"Cancel ang self love 🤪

#JuankadaSabbie  #foryourpage #FollowMe #reels #fy #Juan365 #Juan365ColorGame","Cancel ang self love 🤪

#JuankadaSabbie  #foryourpage #FollowMe #reels #fy #Juan365 #Juan365ColorGame",10,1/28/2026 7:31,N/A,https://www.facebook.com/reel/1425089475951502/,0,0,Videos,,,,,Lifetime,1583,1071,30,26,4,0,26,26,,,,8335.275,7.584,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"Sana sainyo din 🤪

 #JuankadaSabbie #foryourpage #FollowMe #reels #fy #Juan365","Sana sainyo din 🤪

 #JuankadaSabbie #foryourpage #FollowMe #reels #fy #Juan365",11,1/27/2026 7:01,N/A,https://www.facebook.com/reel/1954419408792112/,0,0,Videos,,,,,Lifetime,1983,1279,26,25,1,0,9,9,,,,11884.177,8.731,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,"𝐂𝐚𝐧𝐜𝐞𝐥 𝐚𝐧𝐠 𝐤𝐢𝐥𝐢𝐠🥴 
Juankada Lance 

 #JuankadaSabbie #foryourpage #FollowMe #reels #fy #Juan365 #juankadalance","𝐂𝐚𝐧𝐜𝐞𝐥 𝐚𝐧𝐠 𝐤𝐢𝐥𝐢𝐠🥴 
@[61584243275518:2048:Juankada Lance] 

 #JuankadaSabbie #foryourpage #FollowMe #reels #fy #Juan365 #juankadalance",11,1/26/2026 0:48,N/A,https://www.facebook.com/reel/1208112331298819/,0,0,Videos,,,,,Lifetime,2281,1360,47,38,9,0,76,76,,,,15309.143,10.601,0,0,0,
1.22117E+17,6.15844E+13,Juankada Sabbie,Let’s go Juankada💪🏻,,0,1/25/2026 22:29,N/A,https://www.facebook.com/JuankadaSabbie/posts/pfbid02gYMmdYjjcCMnoRpx1MnhkJpPwAkrHkiufeDhH671hoGEctn4x2NaQgzWshPjCcF2l,0,1,Photos,,,,,Lifetime,840,314,44,27,14,3,64,56,8,,,,,,,,
