"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Matched Audience Targeting Consumption (Photo Click)","Other Clicks","Link Clicks","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
122109747675147740,61584432221426,"Juankada Evo","Tara Juankada! Simulan natin ang Taon na puno ng Swerte At Kulay na magbibigay Saya at Buhay! 

Samahan nyo ko ngaun gabi. 10pm-5am! Makisaya at Manalo! Dahil All in Juan sa Saya dito sa Juan365. 

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH",,0,"01/01/2026 06:14",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0pLMxpVykTaNGA1XWQ8boLuwu3yAaQ4xQLuoMfVzDL2KTNagdjPP6ibm9tGREwc7jl&id=61584432221426,0,0,Photos,,,,,Lifetime,505,224,18,16,0,2,20,4,16,,,,,,
122109687561147740,61584432221426,"Juankada Evo","Welcome 2026🥳 New year new opportunities!

Sinong kasama mo sa pag salubong ng bagong taon?

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH","Welcome 2026🥳 New year new opportunities!

Sinong kasama mo sa pag salubong ng bagong taon?

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH",60,"12/31/2025 21:39",mixed,https://www.facebook.com/reel/25717473261226689/,0,0,Videos,,,,,Lifetime,65,41,10,10,0,0,6,,6,,820.855,17.465,0,0,0
122188074218528854,61565865626361,"Juankada Geoff","Juankada Geoff updated their cover photo.",,0,"01/02/2026 18:40",N/A,https://www.facebook.com/photo.php?fbid=122188074218528854&set=a.122095532852528854&type=3,0,0,Photos,,,,,Lifetime,0,0,2,1,1,0,0,,,,,,,,
122187862226528854,61565865626361,"Juankada Geoff","HAPPY NEW YEAR, JUANKADA!",,0,"12/31/2025 21:30",N/A,https://www.facebook.com/Juankadageoff/posts/pfbid0NDBTngnaG5RrYvrzxBTQ1bTyUj8ZkvoFKrfast9CWUFnpybbV9SGQAZst77giRrxl,0,1,Videos,,,,,Lifetime,,13,2,2,0,0,0,,,,,,,,
122187782534528854,61565865626361,"Juankada Geoff","Hindi namin ito magagawa nang wala ka, Juankada! Salamat sa isang hindi malilimutang taon. 🤟 From Juan365 family to yours, Happy New Year! 🎆

Like, Share, at Follow para sa mas exciting na memories this incoming 2026! 🥳

#JuankadaGeoff #Juan365 #Juan365PH
#JuanSports #AllInJuanSaSaya #JuanKada #Juan365ColorGame
#Juan365Studios
#Juan365Cares","Hindi namin ito magagawa nang wala ka, Juankada! Salamat sa isang hindi malilimutang taon. 🤟 From Juan365 family to yours, Happy New Year! 🎆

Like, Share, at Follow para sa mas exciting na memories this incoming 2026! 🥳

#JuankadaGeoff #Juan365 #Juan365PH
#JuanSports #AllInJuanSaSaya #JuanKada #Juan365ColorGame
#Juan365Studios
#Juan365Cares",16,"12/31/2025 07:25",N/A,https://www.facebook.com/reel/2753500528343569/,0,0,Videos,,,,,Lifetime,41,22,4,4,0,0,0,,,,192.339,6.869,0,0,0
122112798903133214,61583996447175,"Juankada Jedi","When the beat goes low… my confidence goes higher 😌✨

✨ Say hi in the comments — let’s vibe together!

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes","When the beat goes low… my confidence goes higher 😌✨

✨ Say hi in the comments — let’s vibe together!

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes",18,"12/31/2025 00:00",uploaded,https://www.facebook.com/reel/1696172915052895/,1,0,Videos,,,,,Lifetime,304,230,20,18,2,0,8,,8,,1165.26,4.698,0,0,0
122113454265133214,61583996447175,"Juankada Jedi","Juankada Jedi updated their cover photo.",,0,"01/02/2026 18:42",N/A,https://www.facebook.com/photo.php?fbid=122113454265133214&set=a.122110480779133214&type=3,0,0,Photos,,,,,Lifetime,0,0,4,4,0,0,0,,,,,,,,
122113327155133214,61583996447175,"Juankada Jedi","🚨 Jedi Babes! 𝐎𝐧𝐞 𝐜𝐥𝐢𝐜𝐤 could be your 𝐥𝐮𝐜𝐤𝐲 𝐜𝐡𝐚𝐫𝐦 — like, share, and follow now! 🍀

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage",,0,"01/02/2026 04:10",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0hFqkrfvviYcxPNb5BHeT4GmkDBQEhCnawtjdfK7oQ9rfQooN69QzEtzYxfhV6DaAl&id=61583996447175,0,0,Photos,,,,,Lifetime,309,117,14,12,1,1,6,1,5,,,,,,
122113098429133214,61583996447175,"Juankada Jedi","Juankada, kumpleto na ba kayo? 💖
LIVE na tayo sa Juan365 — good vibes, fun games, at lovely moments all night long ✨
Drop “LIVE” sa comments kung nanonood ka na 👇",,0,"01/01/2026 02:29",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid021VYMKWYBygyz6Gun42Tn7ARVYeNnKsrgGLPqtbkWvRmFYDjmzB3qaN1opt3p4U1Jl&id=61583996447175,0,0,Photos,,,,,Lifetime,326,102,15,12,2,1,8,2,6,,,,,,
122112914103133214,61583996447175,"Juankada Jedi","Happy New Year, Jedi Babes! ✨🎆
New year, same glow—more wins, more laughs, more ALL-IN JUAN moments! 💖🥂

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #HappyNewYear","Happy New Year, Jedi Babes! ✨🎆
New year, same glow—more wins, more laughs, more ALL-IN JUAN moments! 💖🥂

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #HappyNewYear",16,"12/31/2025 08:00",uploaded,https://www.facebook.com/reel/1397655912078957/,1,0,Videos,,,,,Lifetime,3123,2518,31,24,7,0,48,,14,34,23905.109,8.821,0,0,0
122119633233141442,61584243275518,"Juankada Lance","𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚! 🎉 𝐎𝐧𝐜𝐞 𝐚𝐠𝐚𝐢𝐧, 𝐇𝐚𝐩𝐩𝐲 𝐍𝐞𝐰 𝐘𝐞𝐚𝐫!",,0,"12/31/2025 14:26",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0VkgBsLcdUFgFLYXhgwaMG51xwtBse7V2z9KahJqvuLrzSFMJypAAywGQrk3RguvWl&id=61584243275518,0,1,Text,,,,,Lifetime,,51,10,10,0,0,5,,5,,,,,,
122119738053141442,61584243275518,"Juankada Lance","𝐅𝐢𝐧𝐞 𝐞𝐯𝐞𝐧𝐢𝐧𝐠 𝐯𝐢𝐛𝐞𝐬 ✨ 𝐊𝐚𝐦𝐮𝐬𝐭𝐚 𝐚𝐧𝐠 𝐚𝐫𝐚𝐰 𝐦𝐨? 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 𝐛𝐞𝐥𝐨𝐰 👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #gwapitongtito #JuankadaLance",,0,"01/01/2026 05:16",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0r6ajgxmhaCVbWAJ1zAskNFSjnCGo5s7pUcZvNuJNPGdQcPMHNhbyKhzs3snFtFcpl&id=61584243275518,0,0,Photos,,,,,Lifetime,178,65,14,10,3,1,10,5,5,,,,,,
122119754391141442,61584243275518,"Juankada Lance","Hi Its me Gwapitong tito samahan niyo po kami, Live at Juan365 app at Website till 5am🤩",,0,"01/01/2026 06:57",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02FzZvJFkbMUXgAzu6E5TF7ULdL8aY7K4QntCg7mxpnamxwi8cgT35ZJSdNUqUqtiHl&id=61584243275518,0,1,Photos,,,,,Lifetime,86,43,5,5,0,0,2,2,,,,,,,
122119965753141442,61584243275518,"Juankada Lance","𝐍𝐚𝐭𝐮𝐫𝐞 𝐯𝐢𝐛𝐞𝐬 𝐥𝐚𝐧𝐠,𝐂𝐡𝐢𝐥𝐥 𝐥𝐚𝐧𝐠. 💚🌿

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame",,0,"01/02/2026 08:53",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02MbaTXPqtBLtx6tJ9tbqyYbBoJuPVCzNV1JakviRZzBnfRMbToCdsh76zV7Mf9Tr7l&id=61584243275518,0,0,Photos,,,,,Lifetime,124,46,20,14,4,2,7,2,5,,,,,,
122120025507141442,61584243275518,"Juankada Lance","Juankada Lance updated their cover photo.",,0,"01/02/2026 18:41",N/A,https://www.facebook.com/photo.php?fbid=122120025507141442&set=a.122098330299141442&type=3,0,0,Photos,,,,,Lifetime,0,0,1,1,0,0,0,,,,,,,,
122119554879141442,61584243275518,"Juankada Lance","Happy New Year! 🤍

See you live tonight sa Juan365 app & website 🎉 Time to start 2026 with good energy ✨ 

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaLance #fypviralシ2025","Happy New Year! 🤍

See you live tonight sa Juan365 app & website 🎉 Time to start 2026 with good energy ✨ 

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaLance #fypviralシ2025",9,"12/31/2025 04:04",N/A,https://www.facebook.com/reel/1179986784326411/,0,0,Videos,,,,,Lifetime,132,71,22,19,3,0,6,,6,,455.484,4.897,0,0,0
122126122635135583,61584067509799,"Juankada Ligaya","First day of 2026 pa lang, pero panalo na agad ang aura at saya.

Slaying looks, unstoppable charm, at walang kupas na energy 🔥✨
Our Juankada Host Ligaya is serving ganda + saya + confidence all in one frame 💃💎

👉 Comment “LIGAYA” kung ready ka na to Slay ngayong 2026!

#JuankadaHostLigaya #Juan365 #Hello2026",,0,"12/31/2025 16:21",N/A,https://www.facebook.com/JuankadaLigayaOfficialPage/posts/pfbid0388HdUHa3C39Q7H9gEfMUtTcCteF6mDun7td6nnJLg87pz7g8ky45G5AhcrzBW857l,0,0,Photos,,,,,Lifetime,353,146,28,24,4,0,29,15,14,,,,,,
122126552697135583,61584067509799,"Juankada Ligaya","GOOD MORNING LUVS! 
Napanood nyo ba ako kagabi sa LIVE? 🫣

GOOD NEWS! Lagi na tayo mag sasama tuwing 9PM! Sumama na gabi-gabi sa ating Color Game. At itaya ang your LUCKY COLOR with your LUCKY LIGAYA ❤️💙💚💛

Start to Hit that follow button LUVS! Bisitahin na din ang ating Website or App. Stay tune para sa more update!🤗

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers","GOOD MORNING LUVS! 
Napanood nyo ba ako kagabi sa LIVE? 🫣

GOOD NEWS! Lagi na tayo mag sasama tuwing 9PM! Sumama na gabi-gabi sa ating Color Game. At itaya ang your LUCKY COLOR with your LUCKY LIGAYA ❤️💙💚💛

Start to Hit that follow button LUVS! Bisitahin na din ang ating Website or App. Stay tune para sa more update!🤗

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers",14,"01/02/2026 19:49",mixed,https://www.facebook.com/reel/720070717844901/,0,0,Videos,,,,,Lifetime,859,190,110,93,11,6,29,,29,,4344.543,7.052,0,0,0
122126542149135583,61584067509799,"Juankada Ligaya","Juankada Ligaya updated their cover photo.",,0,"01/02/2026 18:42",N/A,https://www.facebook.com/photo.php?fbid=122126542149135583&set=a.122100489423135583&type=3,0,0,Photos,,,,,Lifetime,2,1,7,7,0,0,0,,,,,,,,
122126445801135583,61584067509799,"Juankada Ligaya","Tutok na, LUVS! 
LIVE na ang kulitan with Juankada host Juankada Charm and Juankada Evo~ 

Umagang puno ng tawa, kulay, at good vibes, makijoin sa Color Game 🌈

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers #Like #Share #followersreelsfypシ゚viralシfypシ゚viralシ",,0,"01/02/2026 08:53",N/A,https://www.facebook.com/JuankadaLigayaOfficialPage/posts/pfbid0uDsWadGgWK8apSWwsEAMezhkVQhVLgjG5B5rqD9TVMEk19H4k9xBpNv8eg3imj6Vl,0,0,Photos,,,,,Lifetime,297,112,7,5,0,2,21,14,7,,,,,,
122126386791135583,61584067509799,"Juankada Ligaya","Hello Luvs!😍

Ready na ba kayong sumayaw at sumaya? 🕺💃

Hindi lang sa sayaw niyo ako kasama—subaybayan niyo rin araw-araw sa Live para kulayan natin ang bawat araw ng happiness at Color Game fun! 🌈✨

Huwag palampasin, dahil bawat kulay, may ngiti para sa inyo! 😄💜💚

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers","Hello Luvs!😍

Ready na ba kayong sumayaw at sumaya? 🕺💃

Hindi lang sa sayaw niyo ako kasama—subaybayan niyo rin araw-araw sa Live para kulayan natin ang bawat araw ng happiness at Color Game fun! 🌈✨

Huwag palampasin, dahil bawat kulay, may ngiti para sa inyo! 😄💜💚

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #LigayaLuvs #Ligaya #FollowNow #Lovelots #fyp #followers",15,"01/02/2026 03:25",N/A,https://www.facebook.com/reel/1531129141480802/,0,0,Videos,,,,,Lifetime,682,201,83,75,6,2,15,,15,,4322.042,8.139,0,0,0
122110258671141115,61584233476725,"Juankada Papa Joe","Saturday pa lang pero it feels sunday na. Senti-vibes with me🥹

Bakit di na lang??? 
Bakit di na lang nag triple color😂

Comment your senti song👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral","Saturday pa lang pero it feels sunday na. Senti-vibes with me🥹

Bakit di na lang??? 
Bakit di na lang nag triple color😂

Comment your senti song👇

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ゚viralfbreelsfypシ゚viral",26,"01/02/2026 23:19",N/A,https://www.facebook.com/reel/734854506343472/,0,0,Videos,,,,,Lifetime,104,32,11,7,3,1,4,,4,,819.981,14.385,0,0,0
122110229583141115,61584233476725,"Juankada Papa Joe","Juankada Papa Joe updated their cover photo.",,0,"01/02/2026 18:41",N/A,https://www.facebook.com/photo.php?fbid=122110229583141115&set=a.122102925279141115&type=3,0,0,Photos,,,,,Lifetime,0,0,6,6,0,0,0,,,,,,,,
122110227507141115,61584233476725,"Juankada Papa Joe","Another day, another live! ✌️🔥

What’s up mga ka-Joekada! Samahan niyo kami and let’s enjoy the Color Game live on https://juan365.com/

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,"01/02/2026 18:21",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02FmF8AJ2zFYatSZjjsLHdp244zJkkC6Xij5nQAofrn6jkd1216TSRV7vuLv5X3e9gl&id=61584233476725,0,0,Photos,,,,,Lifetime,220,93,8,6,0,2,22,13,8,1,,,,,
122110109829141115,61584233476725,"Juankada Papa Joe","What’s up mga ka-Joekada! Salamat sa pagsama sa amin sa live sa Juan365. We appreciate your effort and support.☺️💖 

Don’t forget to follow, like, and share! 💙

#Juan365Studios #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",,0,"01/02/2026 00:02",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0VwGdSETsMnhcXvTQBKiNJAbwKgGvshdPjz95GGVJbcuTW2J4or1WBLi7m3FELCRwl&id=61584233476725,0,0,Photos,,,,,Lifetime,665,228,25,19,3,3,49,27,22,,,,,,
122110063743141115,61584233476725,"Juankada Papa Joe",,,0,"01/01/2026 16:04",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0xbaNZokp9RQCTBe1tDqdQYaQ3mNMMgZasKLcmbfmP5oybDcRuKfwpnxC56oWmjwFl&id=61584233476725,0,1,Photos,,,,,Lifetime,139,51,4,4,0,0,4,,4,,,,,,
122110054911141115,61584233476725,"Juankada Papa Joe","1st day of work this Year , morning shift na tayo ☺️  Letsjoeee Go na Go with Papa Joe 🎉🎊🥳  #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ","1st day of work this Year , morning shift na tayo ☺️  Letsjoeee Go na Go with Papa Joe 🎉🎊🥳  #ALLINJUANLIVE #JuankadaPapaJoe #JuankadaHosts #Juan365 #fbreelsfypシ",40,"01/01/2026 13:58",N/A,https://www.facebook.com/reel/769695359477307/,0,0,Videos,,,,,Lifetime,571,225,40,29,6,5,7,,7,,3669.572,7.566,0,0,0
122112732405145396,61584361885503,"Juankada Sabbie","Rest day today ✨
Can’t let the Sabbies miss this pretty face 😉

See you tomorrow, Sabbies! 10PM–5AM 💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Rest day today ✨
Can’t let the Sabbies miss this pretty face 😉

See you tomorrow, Sabbies! 10PM–5AM 💙

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",14,"01/03/2026 02:15",N/A,https://www.facebook.com/reel/1438574924552910/,0,0,Videos,,,,,Lifetime,31,11,6,4,1,1,2,,2,,168.276,12.944,0,0,0
122112683475145396,61584361885503,"Juankada Sabbie","Juankada Sabbie updated their cover photo.",,0,"01/02/2026 18:40",N/A,https://www.facebook.com/photo.php?fbid=122112683475145396&set=a.122094606033145396&type=3,0,0,Photos,,,,,Lifetime,1,1,12,12,0,0,0,,,,,,,,
122112583665145396,61584361885503,"Juankada Sabbie","Restday vibes activated Sabbies💆🏻‍♀️ 

Wanna share you how cute Juankada host Sabbie on her Pj’s 😜

What’s your favorite thing to do on your restday Sabbies? 😉♥️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #colorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Restday vibes activated Sabbies💆🏻‍♀️ 

Wanna share you how cute Juankada host Sabbie on her Pj’s 😜

What’s your favorite thing to do on your restday Sabbies? 😉♥️

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #colorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",16,"01/02/2026 07:17",N/A,https://www.facebook.com/reel/1295049919113430/,0,0,Videos,,,,,Lifetime,163,56,15,13,2,0,13,,13,,1015.199,9.761,0,0,0
122112532527145396,61584361885503,"Juankada Sabbie","Your juankada host Sabbie mantra 2026 ay maging loyal sa sarili! 😄🥰

Kayo Sabbies ano ang mantra nyo this 2026? Comment down below na 👇

Isingit nyo na sa mga mantra nyo ang pagiging loyal sa Colorgame live at sabay sabay tayong mag enjoy sa bawat kulay, tawanan at kulitin. 😍💖

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","Your juankada host Sabbie mantra 2026 ay maging loyal sa sarili! 😄🥰

Kayo Sabbies ano ang mantra nyo this 2026? Comment down below na 👇

Isingit nyo na sa mga mantra nyo ang pagiging loyal sa Colorgame live at sabay sabay tayong mag enjoy sa bawat kulay, tawanan at kulitin. 😍💖

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",10,"01/02/2026 02:08",N/A,https://www.facebook.com/reel/749691031483944/,0,0,Videos,,,,,Lifetime,1004,161,48,42,4,2,89,,89,,4998.465,9.638,0,0,0
122112504039145396,61584361885503,"Juankada Sabbie","🌈 HELLOOO SABBIES!!! 🌈

Samahan niyo ako palagi sa LIVE ha 💙
Sabay-sabay tayong ngumiti, tumawa, at magbigay ng kulay sa mga mata niyo ✨😊

Tag ka-Sabbies 👇
Follow & Share 💙

Good vibes lang tayo sa LIVE🎨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","🌈 HELLOOO SABBIES!!! 🌈

Samahan niyo ako palagi sa LIVE ha 💙
Sabay-sabay tayong ngumiti, tumawa, at magbigay ng kulay sa mga mata niyo ✨😊

Tag ka-Sabbies 👇
Follow & Share 💙

Good vibes lang tayo sa LIVE🎨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",35,"01/01/2026 23:06",N/A,https://www.facebook.com/reel/1508851590202757/,0,0,Videos,,,,,Lifetime,184,90,13,11,1,1,22,,22,,1919.67,13.424,0,0,0
122112133695145396,61584361885503,"Juankada Sabbie","GOOD MORNING, SABBIES! 🌞🎉
Unang pasok ng 2026—simulan natin sa tawanan, kwentuhan, good vibes at swerte! 🍀✨

Kung hanap mo ang saya, kulitan, at panalong energy
nandito na kami LIVE!☺

Tara na, sabay-sabay tayong mag-ENJOY! 💛🔥

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels","GOOD MORNING, SABBIES! 🌞🎉
Unang pasok ng 2026—simulan natin sa tawanan, kwentuhan, good vibes at swerte! 🍀✨

Kung hanap mo ang saya, kulitan, at panalong energy
nandito na kami LIVE!☺

Tara na, sabay-sabay tayong mag-ENJOY! 💛🔥

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#FollowMe #Trending #FYP #Reels",13,"12/31/2025 15:29",N/A,https://www.facebook.com/reel/3784413481864502/,0,0,Videos,,,,,Lifetime,1989,1545,19,19,0,0,20,,20,,10854.663,6.703,0,0,0
122111952219145396,61584361885503,"Juankada Sabbie","Hello, Sabbies!

Here’s our little recap for 2025 🥳
We hope for more moments like this with you, Sabbies! Don’t forget to follow and share us so we can grow even more next year.

Happy New Year! Same love, same good vibes in all our LIVE sessions in 2026 🎉✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#Followme #trending #fyp #reels","Hello, Sabbies!

Here’s our little recap for 2025 🥳
We hope for more moments like this with you, Sabbies! Don’t forget to follow and share us so we can grow even more next year.

Happy New Year! Same love, same good vibes in all our LIVE sessions in 2026 🎉✨

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #Juan365ColorGame #JuankadaSabbies
#Followme #trending #fyp #reels",49,"12/31/2025 02:08",N/A,https://www.facebook.com/reel/704163429219020/,0,0,Videos,,,,,Lifetime,1415,1279,19,18,1,0,11,,11,,6817.383,5.24,0,0,0
122109271065149417,61584482528597,"Juankada Shann","Say you love me, cause I love... 🤭❤️

Follow me para laging kang swertehin ✨

#LoveVibes #GoodLuckCharm #FlirtyMood #FollowForGoodVibes #ForYou #TrendingReels #Juan365Moments  #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines","Say you love me, cause I love... 🤭❤️

Follow me para laging kang swertehin ✨

#LoveVibes #GoodLuckCharm #FlirtyMood #FollowForGoodVibes #ForYou #TrendingReels #Juan365Moments  #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",15,"12/31/2025 00:03",N/A,https://www.facebook.com/reel/1205955744334859/,0,0,Videos,,,,,Lifetime,69,44,5,5,0,0,3,,3,,421.031,8.592,0,0,0
122109897915149417,61584482528597,"Juankada Shann","Ako lang ba to o kilig na rin kayo? 😳💖𝐖𝐢𝐭𝐡 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐉𝐚𝐦𝐞𝐬 𝐑𝐞𝐢𝐝!🔥 

Comment ❤️ kung ready ka sa saya! sa Color game live in Juan365!

#JamesReidVibes #JuankadaLive #ShanshineEnergy #KiligMode #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",,0,"01/03/2026 01:56",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02SEtY5wP1hUGe3atBB3NqiyTBhW1btL2W1tuWVCmEjehyZiMvKTEatmoJwAqKCnvwl,0,0,Photos,,,,,Lifetime,22,12,6,3,1,2,3,2,1,,,,,,
122109853257149417,61584482528597,"Juankada Shann","A day, 4 captures, at walang kupas na good vibes ✨📸

Swipe through and feel the energy sa 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐂𝐨𝐥𝐨𝐫𝐠𝐚𝐦𝐞 𝐥𝐢𝐯𝐞!💖

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines #PhotoDumpAesthetic #ShanshineMoments #Juan365Live #GoodVibesPH",,0,"01/02/2026 20:00",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0bcRsD5EbTwKiG71Whj3amDdubp4g6wpKamUwnAQ62QxxzGJrsXmiaphoFyNa9W3wl,0,0,Photos,,,,,Lifetime,56,25,9,8,1,0,1,,1,,,,,,
122109845013149417,61584482528597,"Juankada Shann","Juankada Shann updated their cover photo.",,0,"01/02/2026 18:43",N/A,https://www.facebook.com/photo.php?fbid=122109845013149417&set=a.122099315145149417&type=3,0,0,Photos,,,,,Lifetime,0,0,1,1,0,0,0,,,,,,,,
122109841551149417,61584482528597,"Juankada Shann","EP 1 : 𝗗𝗮𝘆 𝗶𝗻 𝘁𝗵𝗲 𝗹𝗶𝗳𝗲 𝗼𝗳 𝘆𝗼𝘂𝗿 𝗝𝘂𝗮𝗻𝗸𝗮𝗱𝗮 𝗵𝗼𝘀𝘁, 𝗦𝗵𝗮𝗻𝗻 🎥✨

Simula pa lang ito! let’s connect, Juankada Family & Shanshines! 💖
Drop a ❤️ kung excited ka sa series!

#DayInTheLife #JuankadaHost #ShannVibes #Shanshines #JuankadaFamily
#Juan365 #SeriesLaunch #GoodVibesOnly","EP 1 : 𝗗𝗮𝘆 𝗶𝗻 𝘁𝗵𝗲 𝗹𝗶𝗳𝗲 𝗼𝗳 𝘆𝗼𝘂𝗿 𝗝𝘂𝗮𝗻𝗸𝗮𝗱𝗮 𝗵𝗼𝘀𝘁, 𝗦𝗵𝗮𝗻𝗻 🎥✨

Simula pa lang ito! let’s connect, Juankada Family & Shanshines! 💖
Drop a ❤️ kung excited ka sa series!

#DayInTheLife #JuankadaHost #ShannVibes #Shanshines #JuankadaFamily
#Juan365 #SeriesLaunch #GoodVibesOnly",223,"01/02/2026 18:00",N/A,https://www.facebook.com/reel/1032106505782973/,1,0,Videos,,,,,Lifetime,116,102,6,6,0,0,9,,9,,2619.181,26.191,0,0,0
