"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Matched Audience Targeting Consumption (Photo Click)","Other Clicks","Link Clicks","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide"
122109722271144249,61584327477246,"Juankada Alexchoozy","EP3 : 𝗝𝘂𝗮𝗻𝗸𝗮𝗱𝗮 𝗛𝗼𝘀𝘁𝘀 𝗡𝗲𝘄 𝗬𝗲𝗮𝗿𝘀 𝗥𝗲𝘀𝗼𝗹𝘂𝘁𝗶𝗼𝗻.","EP3 : 𝗝𝘂𝗮𝗻𝗸𝗮𝗱𝗮 𝗛𝗼𝘀𝘁𝘀 𝗡𝗲𝘄 𝗬𝗲𝗮𝗿𝘀 𝗥𝗲𝘀𝗼𝗹𝘂𝘁𝗶𝗼𝗻.

Mga ka-chooziness ano ang New Years Resolution mo this 2026? 📝✨

Share mo na sa comments 💬 at i-inspire natin ang iba!

#NewYearNewGoals #EP3 #JuankadaVibes #GoalSetter #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness!",180,"12/30/2025 03:00",N/A,https://www.facebook.com/reel/809734125446775/,0,0,Videos,,,,,Lifetime,328,170,29,23,5,1,23,,23,,3774.187,15.096,0,0,0,
122109720159144249,61584327477246,"Juankada Alexchoozy","𝑻𝒖𝒆𝒔𝒅𝒂𝒚 – 𝑪𝒉𝒐𝒐𝒔𝒆 𝑫𝒂𝒚! 🧡💙

Juankada, anong kulay ang nagde-describe sa mood mo today? 🌈

Tara, samahan nyo kami sa MID SHIFT para sa isang COLORFUL DAY ✨From 2PM to 10PM, let’s make it full of fun, vibes, and good energy! 🥰

#Juan365PH #TuesdayVibes #ChooseDay #MidShiftFun #JuankadaMood #ColorfulDay #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness!",,0,"12/29/2025 23:10",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02voPYmi7rjCbgSMorGebvLrSjJ6Mh3KZxriVUwQBDS1P1msaWcBwBzW7Hx8x4Rm9ml,0,0,Photos,,,,,Lifetime,1518,524,46,37,1,8,60,36,24,,,,,,,
122109561633144249,61584327477246,"Juankada Alexchoozy","It’s a COLORFUL RESTDAY mga ka-chooziness!","EP2 :  COLORFUL RESTDAY!!

Miss nyo ko? See you all tomorrow from 2pm to 10pm 🥰

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness #ColorGameLive #PeryaGame",46,"12/29/2025 02:48",N/A,https://www.facebook.com/reel/2403860706698388/,0,0,Videos,,,,,Lifetime,278,173,66,59,5,2,11,,11,,3570.43,15.939,0,0,0,
122109328869144249,61584327477246,"Juankada Alexchoozy","Be part of 𝑱𝒖𝒂𝒏𝒌𝒂𝒅𝒂 𝑨𝒍𝒆𝒙𝒄𝒉𝒐𝒐𝒛𝒚

𝐇𝐎𝐖 𝐓𝐎 𝐉𝐎𝐈𝐍 :

1. Follow Juankada Alexchoozy on Facebook.
2. Tap the “...” button beside Sign Up on our page.
3. Choose “Invite Friends”, tap “Select All”, then Send Invites.
4. Screenshot your invite list as proof.
5. Comment your screenshot to show that you followed and invited your friends

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness!",,0,"12/28/2025 03:00",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0tLepv3aanFa9aP24xsUT3TbHLRoNMj1FCdjPCm9Aeu13EqxCqXjBhsXmAkyeSkoel,0,0,Photos,,,,,Lifetime,587,228,16,14,0,2,7,,7,,,,,,,
122109311181144249,61584327477246,"Juankada Alexchoozy","My pleasure 🙏🏻❤️. Thank you Juankada Lance",,0,"12/28/2025 01:03",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02zwekwaY394RQk47SVpBTkqUT2uqmiP99xLWpkNGccNgVBYGXAJ7n6KGbzt9sbMqYl,0,1,Photos,,,,,Lifetime,211,80,13,13,0,0,8,5,3,,,,,,,
122109177795144249,61584327477246,"Juankada Alexchoozy","EP1 : Photo shoot for Juan365 Color Game Live kulay at saya nonstop!   👉 Watch now, tap ❤️, comment and tag your friends!  #Juan365 #ColorGameLive #EP1 #LiveNow #GameOn #TrendingPH #Juan365Host #JuankadaAlexchoozy #Chooziness","EP1 : Photo shoot for Juan365 Color Game Live kulay at saya nonstop! 

👉 Watch now, tap ❤️, comment and tag your friends!

📲 Download the 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 sa 𝐆𝐨𝐨𝐠𝐥𝐞 𝐏𝐥𝐚𝐲 𝐒𝐭𝐨𝐫𝐞 o 𝐀𝐩𝐩 𝐒𝐭𝐨𝐫𝐞 para tuloy-tuloy ang saya! See you all later mga Ka-Chooziness! 🥰

#Juan365 #ColorGameLive #EP1 #LiveNow #GameOn #TrendingPH #Juan365Host #JuankadaAlexchoozy #Chooziness",140,"12/27/2025 05:55",N/A,https://www.facebook.com/reel/1849234222366456/,0,0,Videos,,,,,Lifetime,161,133,24,24,0,0,11,,11,,1534.759,11.041,0,0,0,
122109136593144249,61584327477246,"Juankada Alexchoozy","Goodvibes tuwing 10pm to 5am! 🥰 Gaganda ng mga kasama ko JUANkada DRAE and JUANKada Host Ikay 🥰",,0,"12/27/2025 01:06",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02ioHSmuSPJNtQegjWbF6d6dV2JsspqyDcuhrgFhFKMR1Lt38Y9urMvMZHDfqyZdWXl,0,1,Photos,,,,,Lifetime,588,263,16,15,0,1,37,11,26,,,,,,,
122108993235144249,61584327477246,"Juankada Alexchoozy","𝙋𝙡𝙖𝙮 𝙬𝙞𝙩𝙝𝙞𝙣 𝙮𝙤𝙪𝙧 𝙡𝙞𝙢𝙞𝙩𝙨 𝙅𝙪𝙖𝙣𝙠𝙖𝙙𝙖 🥰",,0,"12/26/2025 06:47",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02HvBWPrNTprHcmprRdivtwjVSaYZaV3oQsnnujtMNVcYHQx6nbWpzdtG7aNQtn2oql,0,1,Photos,,,,,Lifetime,334,154,11,11,0,0,8,3,5,,,,,,,
122108928327144249,61584327477246,"Juankada Alexchoozy","“𝑨 𝒅𝒂𝒚 𝒘𝒊𝒕𝒉 𝑱𝒖𝒂𝒏𝒌𝒂𝒅𝒂 𝑯𝒐𝒔𝒕 𝑨𝒍𝒆𝒙𝒄𝒉𝒐𝒐𝒛𝒚”","“𝑨 𝒅𝒂𝒚 𝒘𝒊𝒕𝒉 𝑱𝒖𝒂𝒏𝒌𝒂𝒅𝒂 𝑯𝒐𝒔𝒕 𝑨𝒍𝒆𝒙𝒄𝒉𝒐𝒐𝒛𝒚”

Hi mga ka-chooziness, since Christmas Season, kailangan 𝐅𝐑𝐄𝐒𝐇 at 𝐂𝐎𝐋𝐎𝐑𝐅𝐔𝐋 and awra natin kapag humarap sa ating mga juankada parang 𝐂𝐎𝐋𝐎𝐑𝐆𝐀𝐌𝐄 lang. 🥰 Ikaw juankada? Ano naging preparation or gift mo sa sarili mo? Comment down below! ☺️

See you later mga ka-chooziness! 𝟏𝟎𝐩𝐦 𝐭𝐨 𝟔𝐚𝐦 sa 𝐂𝐎𝐋𝐎𝐑𝐆𝐀𝐌𝐄 𝐋𝐈𝐕𝐄 exclusively on 𝐉𝐮𝐚𝐧𝟑𝟔𝟓.

📲 Download the 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 sa 𝐆𝐨𝐨𝐠𝐥𝐞 𝐏𝐥𝐚𝐲 𝐒𝐭𝐨𝐫𝐞 o 𝐀𝐩𝐩 𝐒𝐭𝐨𝐫𝐞 para tuloy-tuloy ang saya! See you all later mga Ka-Chooziness! 🥰

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness #ColorGameLive #PeryaGame",180,"12/26/2025 00:01",N/A,https://www.facebook.com/reel/846298948217852/,0,0,Videos,,,,,Lifetime,307,212,14,12,1,1,10,,10,,2529.736,10.325,0,0,0,
122108689089144249,61584327477246,"Juankada Alexchoozy","Merry Christmas mga Ka-Chooziness! 🎄🎉😘❤️🍾🥰",,0,"12/24/2025 11:06",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid04ttLPRXJeuXHfraCiRzL8bf9HnsF1LfXi5LnFQ1kBHWgpNwR8YbfQNDUd1iX34kpl,0,1,Text,,,,,Lifetime,,70,11,11,0,0,4,,4,,,,,,,
122108600325144249,61584327477246,"Juankada Alexchoozy","“MATCHA. MATCHA-rap mag COLORGAME”

Coffee now, 𝐂𝐎𝐋𝐎𝐑𝐆𝐀𝐌𝐄 later. See you all at 10pm to 6am mga ka-chooziness only here in 𝐉𝐮𝐚𝐧𝟑𝟔𝟓.

📲 Download the 𝐉𝐮𝐚𝐧𝟑𝟔𝟓 𝐀𝐩𝐩 sa 𝐆𝐨𝐨𝐠𝐥𝐞 𝐏𝐥𝐚𝐲 𝐒𝐭𝐨𝐫𝐞 o 𝐀𝐩𝐩 𝐒𝐭𝐨𝐫𝐞 para tuloy-tuloy ang saya! See you all later mga Ka-Chooziness! 🥰

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaAlexchoozy #KaChooziness",,0,"12/24/2025 00:34",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02pZghVEoC8WXtW6oEvAV8V8DfsjXLHg8z6xQtCV8HS1gFq9ukryHaK6RQCENhynJel,0,0,Photos,,,,,Lifetime,377,145,24,24,0,0,28,10,18,,,,,,,
122108593677144249,61584327477246,"Juankada Alexchoozy","See you all later mga ka-chooziness! 10pm to 6am 🥰",,0,"12/23/2025 23:27",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0TXbH8j5RVbaeYTgjnisZ5RVdWrWBoYz1hsrETQsyqKU9HEBmY7o2zhC432Ydp5eGl,0,1,Photos,,,,,Lifetime,139,64,12,12,0,0,0,,,,,,,,,
122108593017144249,61584327477246,"Juankada Alexchoozy","Grabe intense at swerte kanina mga Juankada!!! Kaya, laro tayo ulit mamaya! See you later mga ka-chooziness 10pm to 6am! Sabay sabay natin salubungin ang Kapaskuhan 🥰",,0,"12/23/2025 23:20",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0dz2zQuUptbNAAL3DPUXWabPBnAeN9z1Bk5rWR7gmVdHdpXfLkfT3a3UWx31CCYaal,0,1,Videos,,,,,Lifetime,,64,11,11,0,0,3,,3,,,,,,,
122108280645144249,61584327477246,"Juankada Alexchoozy","4 na oras nalang! COLOR GAME LIVE na! 💚❤️💛💙🤍🩷

📲 Download the Juan365 App na sa Google Play Store o App Store para tuloy-tuloy ang saya!

#Juan365 #Juan365Studio #ALLINJUANsaSayaLIVE #Juankada",,0,"12/22/2025 06:20",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0BE3tp2ahfuiUnUwKWtLqwSVoVMvNPTDArgvTgySauT6tTRL32UHykYSX4DhiCEbnl,0,1,Photos,,,,,Lifetime,189,91,11,11,0,0,3,,3,,,,,,,
122108280261144249,61584327477246,"Juankada Alexchoozy","4 na oras nalang! COLOR GAME LIVE na! 💚❤️💛💙🤍🩷

📲 Download the Juan365 App na sa Google Play Store o App Store para tuloy-tuloy ang saya!

#Juan365 #Juan365Studio #ALLINJUANsaSayaLIVE #Juankada",,0,"12/22/2025 06:18",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02BwSVRcj868fCnqBmtoqyXMMpdZGAbW9HhXFr82uGnHkq5uYrwar4c3BiCG7jh8F2l,0,1,Photos,,,,,Lifetime,162,80,11,11,0,0,3,2,1,,,,,,,
122108203941144249,61584327477246,"Juankada Alexchoozy","Mga JUANKADA! Bukas iikot na ang swerte mo! 🎉

Handa ka na ba? Abangan LIVE ang Color Game dito lang sa Juan365 Studios! 🔴🟢🟡🔵

👉 I-Comment na kung anong kulay ang tatayaan mo! 😉

Download Juan365 in google play store or app store.
#Juan365 #Juan365Studio #ALLINJUANsaSayaLIVE #Juankada",,0,"12/22/2025 00:12",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0hYDw9YRKevipUbq1tC6yewp5UL8Jx1R6aHS9vdVPiETaMV2uri1MoX3TesgDZ5K3l,0,1,Photos,,,,,Lifetime,194,85,19,17,2,0,16,,12,4,,,,,,
122108117853144249,61584327477246,"Juankada Alexchoozy","Hi everyJuan! Makikilambing lang po. Hope you follow and like my page. Thanks po. 🥰🧡💙

https://www.facebook.com/profile.php?id=61584327477246",,0,"12/21/2025 10:03",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02kM4AsjUEG3ZybRWAk2fEV1NTpDthy83KkEEbGDtp39HMQD7ot6foNVfvonJjaU8il,0,1,Photos,,,,,Lifetime,190,83,18,18,0,0,12,2,10,,,,,,,
122108008791144249,61584327477246,"Juankada Alexchoozy","Hi everyJuan! Makikilambing lang po. Hope you follow and like my page. Thanks po. 🥰🧡💙

https://www.facebook.com/profile.php?id=61584327477246",,0,"12/20/2025 22:04",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0JSmAV4Ed3KiZRY9NAUkQcxWGkHdG7eHZUMLXTbpucixJzHwLZhP5b8mUqibC7xk2l,0,1,Links,,,,,Lifetime,184,81,9,9,0,0,1,,1,,,,,,,
122108002923144249,61584327477246,"Juankada Alexchoozy","COLORGAME LIVE on Juan365 Juan365 Studios 🧡💙 #ColorGameLive #JuankadaAlexchoozy",,0,"12/20/2025 21:30",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0T9y7Lbe3gCXmh4w8yYvMCx6WKB93vxZbvM32wcZBYMEt4mFCnj2zeJeGkGxvPcwol,0,1,Videos,,,,,Lifetime,,83,9,9,0,0,5,,5,,,,,,,
122107997715144249,61584327477246,"Juankada Alexchoozy","Malapit na Juankada! Ready na ba kayo maki All in Juan sa Saya?

#Juan365Studios #JuankadaAlexchoozy #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada",,0,"12/20/2025 20:55",N/A,https://www.facebook.com/photo.php?fbid=122107997715144249&set=a.122095215045144249&type=3,0,0,Photos,,,,,Lifetime,0,0,14,14,0,0,0,,,,,,,,,
122107997499144249,61584327477246,"Juankada Alexchoozy","Hi Juankada! JuanKada Alexchoozy here ✨ Game na game sa good vibes at tawanan sa Color Game sa Juan365 Studios!

Kitakits everyJUAN!

#Juan365Studios #JuankadaAlexchoozy #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada",,0,"12/20/2025 20:53",N/A,https://www.facebook.com/photo.php?fbid=122107997499144249&set=a.122095214151144249&type=3,0,0,Photos,,,,,Lifetime,400,139,66,58,7,1,29,4,25,,,,,,,
122107404675144249,61584327477246,"Juankada Alexchoozy","Excited akoo. Yan ang mood ko today. Ikaw Juankada? Ano mood mo? 💙🧡",,0,"12/17/2025 20:07",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02xdm3d7ELxcyLANqSos6ejbv4B3oT9zTSWyJ1B9QWuCk2qHv31gZ3BNnVMsuZMcspl,0,1,Photos,,,,,Lifetime,161,73,10,10,0,0,7,1,6,,,,,,,
122107222863144249,61584327477246,"Juankada Alexchoozy","✨ Ano ang color of the day mo, Juankada? 🌈
Share mo na ang vibe mo today—baka match tayo! ✨

👉 Comment your color below and tell us why—let’s spread good energy! 💬💛

#Juan365Studios #Juan365  #AllInJuanSaSaya #Juan365Ph #Juankada",,0,"12/17/2025 01:04",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02YEWMHyG44KZvHDHPDPtQFKSMsKaBUbE8dkM9UAfCTRm3for3HvPKnueKftHGLurAl,0,1,Photos,,,,,Lifetime,142,66,13,12,1,0,5,,4,1,,,,,,
122107201413144249,61584327477246,"Juankada Alexchoozy","8 days before Christmas 🎄
Sabay-sabay nating i-manifest ang masayang Pasko, Juankada

Huwag pahuli—join the fun with Juan! Message us to guide you, Juankada 🧑‍🌾🎉

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada",,0,"12/16/2025 22:30",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0XcFSEfwwRvAFqbffwhGtRTHEouMXwYagNPXoygTdXxZnPPPzJRLJuC8hCpfbRwWml,0,1,Photos,,,,,Lifetime,122,64,12,12,0,0,5,,5,,,,,,,
122107113879144249,61584327477246,"Juankada Alexchoozy","Malapit na malapit na! See you mga Juankada! 💙🧡",,0,"12/16/2025 10:14",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0pikXAWykTJjnd1jzSSF3ygvkzng9tbEvYhhKkcgN8SpGDBhPGnYqT5Q5KWgnDH8Rl,0,1,Photos,,,,,Lifetime,116,58,11,11,0,0,7,1,6,,,,,,,
122107113615144249,61584327477246,"Juankada Alexchoozy","𝗜𝘁’𝘀 𝘁𝗶𝗺𝗲 𝗳𝗼𝗿 𝗔𝗟𝗟 𝗜𝗡 𝗦𝗔 𝗦𝗮𝘆𝗮𝗝𝗨𝗔𝗡: 𝗧𝗵𝗲 𝗝𝘂𝗮𝗻365 𝗗𝗮𝗻𝗰𝗲 𝗖𝗿𝗮𝘇𝗲 𝗖𝗵𝗮𝗹𝗹𝗲𝗻𝗴𝗲! 💃🕺

𝐉𝐨𝐢𝐧 𝐭𝐡𝐞 𝐟𝐮𝐧 𝐢𝐧 4 𝐞𝐚𝐬𝐲 𝐬𝐭𝐞𝐩𝐬:
1️⃣ Follow all official Juan365 accounts
2️⃣ Make a dance video with the Official Juan365 Jingle
3️⃣ Post it on TikTok, FB Reels, or IG Reels
4️⃣ Use the official hashtags & tag Juan365  

🔥 Tag your tropa below — you might just be the next Viral Juan!

#Juan365 #Juan365PH #TunogNgSayaJUAN365 #ALLINSAYAJUAN #JuankadaMoves #Juan365JingleChallenge See less",,0,"12/16/2025 10:13",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02MUUnWh4jWn6MHkoA2198pLMUvV5cEkkJTw6S2gv2gYcz1x4Sz9WNvSPP5G2no4EUl,0,1,Text,,,,,Lifetime,,48,13,9,4,0,3,,3,,,,,,,
122107112985144249,61584327477246,"Juankada Alexchoozy","Congratulations Juankada para sa mga nanalo ng JuanTask 🎉

Juankada— like, follow, comment, at share na sa FB page at socials namin para ikaw na ang next na mapili. 😎🔥

#Juan365 #Juan365PH #Juan365Studios #AllInJuanSaSaya #JuanKada #JuanTaskWinners #BonusCredit #Panalo",,0,"12/16/2025 10:08",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0tTyDZd9UyrXLwTTaBrfSPpKALsgjaTkCMvSDdWR4qKfPQ6F2KVeyXsY7hPCHcnWUl,0,1,Photos,,,,,Lifetime,104,48,9,9,0,0,6,,6,,,,,,,
122105823993144249,61584327477246,"Juankada Alexchoozy","Here’s your quick guide para gamitin ang ALL IN SA SayaJUAN sound sa Instagram.

Super dali — play the official jingle, feel the beat, then upload your entry!
Ready ka na bang sumayaw for 1M? 💃🕺

Reminder: Make sure PUBLIC ang post para counted!

See the full mechanics here: https://www.facebook.com/share/r/179TfyqTnM/

#Juan365 #Juan365PH #TunogNgSayaJUAN365 #ALLINSAYAJUAN #JuankadaMoves #Juan365JingleChallenge",,0,"12/11/2025 07:10",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0mvFFYww73DiyDqLCDaAQDMqXKWzGPdofDdoRb3CHjmTVGoyeavZgQLsZaoDPgnxvl,0,1,Text,,,,,Lifetime,,62,9,9,0,0,1,,1,,,,,,,
122105090091144249,61584327477246,"Juankada Alexchoozy","𝗜𝘁’𝘀 𝘁𝗶𝗺𝗲 𝗳𝗼𝗿 𝗔𝗟𝗟 𝗜𝗡 𝗦𝗔 𝗦𝗮𝘆𝗮𝗝𝗨𝗔𝗡: 𝗧𝗵𝗲 𝗝𝘂𝗮𝗻365 𝗗𝗮𝗻𝗰𝗲 𝗖𝗿𝗮𝘇𝗲 𝗖𝗵𝗮𝗹𝗹𝗲𝗻𝗴𝗲! 💃🕺

𝐉𝐨𝐢𝐧 𝐭𝐡𝐞 𝐟𝐮𝐧 𝐢𝐧 4 𝐞𝐚𝐬𝐲 𝐬𝐭𝐞𝐩𝐬:
1️⃣ Follow all official Juan365 accounts
2️⃣ Make a dance video with the Official Juan365 Jingle
3️⃣ Post it on TikTok, FB Reels, or IG Reels
4️⃣ Use the official hashtags & tag Juan365  

🔥 Tag your tropa below — you might just be the next Viral Juan!

#Juan365 #Juan365PH #TunogNgSayaJUAN365 #ALLINSAYAJUAN #JuankadaMoves #Juan365JingleChallenge",,0,"12/08/2025 20:17",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid0rUKKAzt9qXo8beFhjjUVyvuSin7XifXSP8qeabGp1jxqLY1ddv5PGKghocVd7hsnl,0,1,Text,,,,,Lifetime,,63,8,8,0,0,0,,,,,,,,,
122104542357144249,61584327477246,"Juankada Alexchoozy","Brace yourselves, Juankada… something BIG is about to take over your feed. Get ready to move, groove, and shine dahil paparating na ang pinaka-mainit na dance craze ng taon!

ALL IN SA SayaJUAN: The Juan365 Dance Craze Challenge!
Are YOU the next viral Juan? 💃🕺✨

Hulaan niyo nga, Juankada… anong BIG prize ang pwedeng makuha mo? Comment mo na 'yan!

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #TunogNgSayaJUAN365 #ALLINSAYAJUAN #JuankadaMoves #Juan365JingleChallenge",,0,"12/06/2025 21:05",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid02aLPH4uuSHD5A338LLNty6XoQHTaMRLjtJtZSs6pxmpNQEeS6WxmESMHJstkhZgGQl,0,1,Text,,,,,Lifetime,,73,8,8,0,0,0,,,,,,,,,
122104539603144249,61584327477246,"Juankada Alexchoozy","₱𝟏,𝟎𝟎𝟎,𝟎𝟎𝟎 𝐆𝐑𝐀𝐍𝐃 𝐏𝐑𝐈𝐙𝐄 up for grabs! Kaya mo bang kunin ‘to?
Plus, 20 lucky participants will take home a brand-new iPhone 17 Pro each! 📱🔥 

Juankada, Time to move, groove, at ipakita ang all-out saya mo sa ALL IN SA SayaJUAN: The Juan365 Dance Craze Challenge! ✨

𝐉𝐨𝐢𝐧 𝐧𝐨𝐰, 𝐢-𝐭𝐚𝐠 𝐚𝐧𝐠 𝐭𝐫𝐨𝐩𝐚 𝐬𝐚 𝐜𝐨𝐦𝐦𝐞𝐧𝐭 𝐬𝐞𝐜𝐭𝐢𝐨𝐧, at ihataw na ang moves mo sa biggest dance challenge of the year! 💃🕺

Abangan ang full mechanics...

#Juan365  #Juan365PH  #AllInJuanSaSaya  #JuanKada  #TunogNgSayaJUAN365 #ALLINSAYAJUAN #JuankadaMoves #juan365jinglechallenge",,0,"12/06/2025 20:48",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid024ZzTh948cX7qKAgAjRuRteqwsjHw7kC3uuPRLdTxn9BLx1YQnzmDrdB6bwc2n7btl,0,1,Videos,,,,,Lifetime,,68,9,9,0,0,1,,1,,,,,,,
122103818925144249,61584327477246,"Juankada Alexchoozy","Level up na ang sorpresa ni Juan, Handa na ba kayo Juankada? 😌🎉

Ikaw na ba ang maswerteng mananalo ng IPHONE 17 PROMAX?

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #surpresanijuanver2",,0,"12/05/2025 03:03",N/A,https://www.facebook.com/JuankadaAlexchoozyOfficialPage/posts/pfbid028wFSR8HVVyccg3Porjj5FoA5tUR4JvmWrpeF1DRsoC9bj92W3YMgh9sSzn5r6xHYl,0,0,Text,,,,,Lifetime,,68,9,9,0,0,0,,,,,,,,,
122106981777170300,61585109026232,"Juankada Charm","Happy New Year, Lucky Charms! ✨

Day JUAN of 365 na kaya let’s continue our progress for our family, friends, and ourselves! 💖

Let’s start the year right, Juankada! Drop a “😘” kung handa na kayo for this year!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Happy New Year, Lucky Charms! ✨

Day JUAN of 365 na kaya let’s continue our progress for our family, friends, and ourselves! 💖

Let’s start the year right, Juankada! Drop a “😘” kung handa na kayo for this year!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,"12/31/2025 23:30",N/A,https://www.facebook.com/reel/1183243957330066/,0,0,Videos,,,,,Lifetime,67,31,7,7,0,0,2,,2,,260.438,5.315,0,0,0,
122106973635170300,61585109026232,"Juankada Charm","Happy New Year, Lucky Charms! 🎆

Mas maraming panalo, mas maraming blessings, at mas makukulay na saya ngayong taon! 🥳

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame",,0,"12/31/2025 22:14",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0duEHZzGk3YWDAeSaVGtc7QbAC2bFstCKVdjBGGYvogAtmfUz5RywsPk74RCY5YZBl&id=61585109026232,0,1,Videos,,,,,Lifetime,,25,4,4,0,0,0,,,,,,,,,
122106804843170300,61585109026232,"Juankada Charm","Hello, my Lucky Charms! ✨

Handa na ba kayo salubungin ang new year with unlimited swerte? I got you because your Lucky Charm is always present! 😘

Live na tayo! Now na sa Color Game Live ng Juan365 Studios! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,"12/31/2025 05:37",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02TWHBdqUs5j3bDvZoCRPND3PeDwYJapXd5oRR7uptQoCYdWp7DJmQvJhw31foBpZPl&id=61585109026232,0,0,Photos,,,,,Lifetime,155,56,11,9,1,1,15,8,7,,,,,,,
122106672741170300,61585109026232,"Juankada Charm","Hi Lucky Charms! ✨

Nabigyan ba lahat ng saya at swerte sa ating live kagabi na hatid sainyo ng inyong Lucky Charm? Hopefully, YES! 

Drop a ""😘"" para sa mas madami pang lucky charms sa atin susunod na live!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hi Lucky Charms! ✨

Nabigyan ba lahat ng saya at swerte sa ating live kagabi na hatid sainyo ng inyong Lucky Charm? Hopefully, YES! 

Drop a ""😘"" para sa mas madami pang lucky charms sa atin susunod na live!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",19,"12/31/2025 00:30",N/A,https://www.facebook.com/reel/1569905794052995/,0,0,Videos,,,,,Lifetime,121,92,12,12,0,0,3,,3,,771.378,8.57,0,0,0,
